Y1,Y2,Y3
58.07210031,58.08477237,58.00627943
56.63134658,57.74172185,56.7617209
43.36681223,44.41657579,44.14847162
58.42932133,59.31531532,58.42932133
56.68948247,56.57560568,55.60601002
59.23129719,59.21864291,59.12208505
54.53047776,54.36573311,54.32811212
57.89090909,57.55813953,57.74545455
56.47155812,56.55399835,56.28099174
64.39226519,64.23672566,63.39226519
37.59286776,37.35119048,37.20238095
35.58558559,35.39156627,35.43543544
43.42581423,43.2009627,43.2009627
28.87043189,29.17355372,28.80597015
45.11819116,45.16460905,45.17453799
28.70229008,28.91933029,28.44036697
32.7510917,32.70348837,32.50728863
54.53350854,54.3721236,54.30072226
45.00426985,45.12820513,44.87179487
49.30156122,49.26108374,49.26108374
27.21712538,27.70167428,27.82874618
41.84331797,41.62062615,41.93548387
35.09234828,35.00660502,34.70198675
33.33333333,33.12788906,33.23076923
18.10526316,18.23899371,17.89473684
20,19.56181534,19.71830986
22.35834609,21.65898618,22.2392638
22.92358804,22.4625624,22.62895175
55.12379936,56.55319149,55.48136315
32.33724653,32.26495726,32.48136315
35.47334059,35.18518519,35.18518519
23.58974359,23.15608919,23.28767123
23.06629834,23.00275482,23.38376891
20.431224,20.432894,20.415289
20.54112,20.534362,20.5442628
20.59748428,20.84639498,20.72213501
15.2284264,14.43037975,13.33333333
16.49269311,16.28392484,16.45833333
33.56725146,33.64485981,33.25526932
18.22580645,18.09369952,18.5483871
16.03053435,15.64885496,16.15969582
22.16582064,22.12837838,22.59696459
32.11055276,31.68067227,31.77554439
35.83434099,36.62953995,35.79710145
21.89054726,21.46422629,22.05638474
24.08545035,24.29032258,24.49425287
25.27731092,26.77310924,25.08724832
6.340057637,5.780346821,6.32183908
12.18181818,12.5,11.83970856
28.277492,29.267492,29.0729571
