datetime,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
2021-02-16 09:30:00,1.0,1.0,818.0,0.0,1.0,1.0,818.3,0.0
2021-02-16 09:35:00,1.0,1.0,816.08,0.0,2.0,1.0,816.44,0.0
2021-02-16 09:40:00,1.0,43.0,811.39,0.0,1.0,43.0,812.0,0.0
2021-02-16 09:45:00,1.0,43.0,813.73,1.0,1.0,1.0,814.06,0.0
2021-02-16 09:50:00,1.0,8.0,812.1,0.0,4.0,7.0,812.32,0.0
2021-02-16 09:55:00,1.0,65.0,813.57,0.0,3.0,7.0,813.73,0.0
2021-02-16 10:00:00,1.0,7.0,815.63,0.0,1.0,1.0,815.68,0.0
2021-02-16 10:05:00,1.0,65.0,814.25,0.0,1.0,43.0,814.5,1.0
2021-02-16 10:10:00,1.0,1.0,812.66,0.0,1.0,1.0,812.85,0.0
2021-02-16 10:15:00,2.0,1.0,812.68,0.0,1.0,60.0,812.82,0.0
2021-02-16 10:20:00,1.0,1.0,811.12,0.0,1.0,8.0,811.29,0.0
2021-02-16 10:25:00,1.0,1.0,809.36,0.0,2.0,60.0,809.61,0.0
2021-02-16 10:30:00,1.0,1.0,811.36,0.0,1.0,68.0,811.59,0.0
2021-02-16 10:35:00,1.0,65.0,810.22,0.0,3.0,1.0,810.48,0.0
2021-02-16 10:40:00,2.0,43.0,808.02,1.0,1.0,65.0,808.2,0.0
2021-02-16 10:45:00,2.0,1.0,808.07,0.0,1.0,43.0,808.27,1.0
2021-02-16 10:50:00,2.0,1.0,806.2,0.0,1.0,1.0,806.4,0.0
2021-02-16 10:55:00,1.0,65.0,804.83,0.0,2.0,7.0,805.0,0.0
2021-02-16 11:00:00,1.0,7.0,805.04,0.0,2.0,60.0,805.25,0.0
2021-02-16 11:05:00,1.0,43.0,805.11,1.0,1.0,1.0,805.34,0.0
2021-02-16 11:10:00,1.0,1.0,801.44,0.0,1.0,1.0,801.68,0.0
2021-02-16 11:15:00,1.0,7.0,802.73,0.0,2.0,7.0,802.85,0.0
2021-02-16 11:20:00,1.0,43.0,799.5,0.0,1.0,60.0,799.77,0.0
2021-02-16 11:25:00,1.0,65.0,796.95,0.0,1.0,43.0,797.13,1.0
2021-02-16 11:30:00,1.0,43.0,796.93,1.0,1.0,65.0,797.16,0.0
2021-02-16 11:35:00,1.0,43.0,798.86,0.0,1.0,43.0,799.2,0.0
2021-02-16 11:40:00,4.0,65.0,800.0,0.0,1.0,43.0,800.2,1.0
