SEP=,
NODENO,BEZIRKE,XCOORD,YCOORD,T0PRT,VOLPRT,SCTYPE,HST_MAX,HST_MIN,KNOTEN_IST_HST
1273,Weisslingen Nord,8.7731,47.4543,0min,,,,,0
300001029,Weisslingen Nord,8.7859,47.4458,0min,,,,,0
300007510,Weisslingen Nord,8.7843,47.4463,0min,,,,,0
300007595,Weisslingen Nord,8.786,47.4473,0min,,,,,0
556,Wiesendangen Nord,8.8055,47.5363,0min,,,,,0
557,Wiesendangen Nord,8.8056,47.5361,0min,,,,,0
559,Wiesendangen Nord,8.7971,47.5359,0min,,,,,0
561,Wiesendangen Nord,8.8038,47.5354,0min,,,,,0
568,Wiesendangen Nord,8.8043,47.5352,0min,,,,,0
569,Wiesendangen Nord,8.7901,47.5352,0min,,,,,0
572,Wiesendangen Nord,8.8007,47.5343,0min,,,,,0
573,Wiesendangen Nord,8.7863,47.5344,0min,,,,,0
583,Wiesendangen Nord,8.8019,47.5336,0min,,,,,0
587,Wiesendangen Nord,8.7922,47.5323,0min,,,,,0
589,Wiesendangen Nord,8.7897,47.5321,0min,,,,,0
593,Wiesendangen Nord,8.7869,47.5318,0min,,,,,0
18582001,Wiesendangen Nord,8.796,47.5359,0min,,,6426,6426,1
300000757,Wiesendangen Nord,8.8023,47.5334,0min,,,,,0
300003348,Wiesendangen Nord,8.7953,47.5359,0min,,,,,0
300004117,Wiesendangen Nord,8.7997,47.5364,0min,,,,,0
300004118,Wiesendangen Nord,8.8002,47.5365,0min,,,,,0
300004158,Wiesendangen Nord,8.8017,47.5337,0min,,,,,0
300004196,Wiesendangen Nord,8.7981,47.5359,0min,,,,,0
300006376,Wiesendangen Nord,8.7978,47.5355,0min,,,,,0
300007378,Wiesendangen Nord,8.8021,47.5336,0min,,,,,0
300008741,Wiesendangen Nord,8.7992,47.535,0min,,,,,0
731,Wiesendangen Ost,8.7961,47.5211,0min,,,,,0
732,Wiesendangen Ost,8.7875,47.5209,0min,,,,,0
10103441,Wiesendangen Ost,8.7979,47.5222,0min,,,3441,3441,1
18576230,Wiesendangen Ost,8.7902,47.5213,0min,,,691,691,1
18576231,Wiesendangen Ost,8.7946,47.522,0min,,,1198,1198,1
18576232,Wiesendangen Ost,8.7883,47.5224,0min,,,955,955,1
300000645,Wiesendangen Ost,8.7963,47.5212,0min,,,,,0
300000646,Wiesendangen Ost,8.7981,47.5214,0min,,,,,0
300001085,Wiesendangen Ost,8.7872,47.5209,0min,,,,,0
300001339,Wiesendangen Ost,8.7889,47.521,0min,,,,,0
300002557,Wiesendangen Ost,8.7966,47.5209,0min,,,,,0
300003476,Wiesendangen Ost,8.8007,47.5217,0min,,,,,0
300003584,Wiesendangen Ost,8.7932,47.5214,0min,,,,,0
300006634,Wiesendangen Ost,8.8006,47.5195,0min,,,,,0
300009047,Wiesendangen Ost,8.7853,47.519,0min,,,,,0
400000199,Wiesendangen Ost,8.7878,47.5225,0min,,,,,0
400000200,Wiesendangen Ost,8.7949,47.5213,0min,,,,,0
400000201,Wiesendangen Ost,8.7949,47.522,0min,,,,,0
592,Wiesendangen West,8.7893,47.5318,0min,,,,,0
706,Wiesendangen West,8.783,47.5229,0min,,,,,0
710,Wiesendangen West,8.7715,47.5228,0min,,,,,0
740,Wiesendangen West,8.7691,47.5198,0min,,,,,0
777,Wiesendangen West,8.7819,47.5152,0min,,,,,0
10100434,Wiesendangen West,8.7848,47.5216,0min,,,434,434,1
10102837,Wiesendangen West,8.7817,47.5267,0min,,,2837,2837,1
18576227,Wiesendangen West,8.7754,47.5258,0min,,,2894,2894,1
18576229,Wiesendangen West,8.7888,47.5259,0min,,,3649,3649,2
18576234,Wiesendangen West,8.78,47.5249,0min,,,1533,1533,1
300000947,Wiesendangen West,8.7823,47.5228,0min,,,,,0
300001492,Wiesendangen West,8.7787,47.5256,0min,,,,,0
300004222,Wiesendangen West,8.7847,47.5217,0min,,,,,0
300004382,Wiesendangen West,8.7717,47.5269,0min,,,,,0
300005576,Wiesendangen West,8.7893,47.5271,0min,,,,,0
300005758,Wiesendangen West,8.7882,47.5247,0min,,,,,0
300006657,Wiesendangen West,8.7892,47.5265,0min,,,,,0
300008665,Wiesendangen West,8.7791,47.5254,0min,,,,,0
300112894,Wiesendangen West,8.7761,47.5256,0min,,,8506017,8506017,1
400000202,Wiesendangen West,8.7763,47.5267,0min,,,,,0
400000203,Wiesendangen West,8.7722,47.5227,0min,,,,,0
300001344,Winterthur Altstadt Mitte,8.733,47.4988,0min,,,,,0
18506899,Winterthur Altstadt Nord,8.7243,47.5004,0min,,,2929,2929,3
18573656,Winterthur Altstadt Nord,8.733,47.5005,0min,,,1817,1817,2
18580521,Winterthur Altstadt Nord,8.7311,47.5005,0min,,,2465,2465,3
18588552,Winterthur Altstadt Nord,8.725,47.5011,0min,,,6054,1668,2
300003052,Winterthur Altstadt Nord,8.7253,47.5011,0min,,,,,0
300003054,Winterthur Altstadt Nord,8.7244,47.5005,0min,,,,,0
300004646,Winterthur Altstadt Nord,8.7247,47.5005,0min,,,,,0
300004651,Winterthur Altstadt Nord,8.7236,47.5015,0min,,,,,0
300005066,Winterthur Altstadt Nord,8.7222,47.4995,0min,,,,,0
300006939,Winterthur Altstadt Nord,8.723,47.5006,0min,,,6728,6728,1
300007128,Winterthur Altstadt Nord,8.7226,47.5,0min,,,,,0
300007155,Winterthur Altstadt Nord,8.7252,47.5014,0min,,,,,0
300007832,Winterthur Altstadt Nord,8.7255,47.5006,0min,,,,,0
300112929,Winterthur Altstadt Nord,8.7235,47.5005,0min,,,8506000,8506000,1
980,Winterthur Altstadt Ost,8.7331,47.4983,0min,,,,,0
986,Winterthur Altstadt Ost,8.7326,47.498,0min,,,,,0
990,Winterthur Altstadt Ost,8.731,47.4979,0min,,,,,0
18580458,Winterthur Altstadt Ost,8.733,47.4978,0min,,,974,974,3
300000509,Winterthur Altstadt Ost,8.7356,47.4993,0min,,,,,0
300002656,Winterthur Altstadt Ost,8.7357,47.4979,0min,,,,,0
300002657,Winterthur Altstadt Ost,8.7357,47.4982,0min,,,,,0
300003714,Winterthur Altstadt Ost,8.7313,47.4969,0min,,,,,0
300003715,Winterthur Altstadt Ost,8.7314,47.497,0min,,,,,0
300005084,Winterthur Altstadt Ost,8.7317,47.4977,0min,,,,,0
300006119,Winterthur Altstadt Ost,8.7311,47.4971,0min,,,,,0
300006237,Winterthur Altstadt Ost,8.7333,47.4995,0min,,,,,0
300006674,Winterthur Altstadt Ost,8.7338,47.4975,0min,,,,,0
969,Winterthur Altstadt West,8.7239,47.4988,0min,,,,,0
988,Winterthur Altstadt West,8.7263,47.498,0min,,,,,0
18580430,Winterthur Altstadt West,8.7293,47.4978,0min,,,2644,2644,1
18580472,Winterthur Altstadt West,8.7273,47.5,0min,,,2253,2253,1
300000072,Winterthur Altstadt West,8.725,47.4985,0min,,,6790,6790,2
300002235,Winterthur Altstadt West,8.7279,47.4977,0min,,,,,0
300002236,Winterthur Altstadt West,8.7295,47.4978,0min,,,,,0
300005408,Winterthur Altstadt West,8.7303,47.4979,0min,,,,,0
300006885,Winterthur Altstadt West,8.7258,47.4998,0min,,,,,0
400000205,Winterthur Altstadt West,8.7239,47.4995,0min,,,,,0
430242,Winterthur Blumenau Nord,8.718,47.5079,0min,,,,,0
10101208,Winterthur Blumenau Nord,8.7168,47.5056,0min,,,1208,1208,1
18573673,Winterthur Blumenau Nord,8.7115,47.5073,0min,,,511,511,1
300000064,Winterthur Blumenau Nord,8.7133,47.5067,0min,,,,,0
300000065,Winterthur Blumenau Nord,8.7161,47.5058,0min,,,,,0
300000821,Winterthur Blumenau Nord,8.7175,47.5052,0min,,,,,0
300001262,Winterthur Blumenau Nord,8.7141,47.5078,0min,,,,,0
300003082,Winterthur Blumenau Nord,8.7137,47.5073,0min,,,,,0
300003705,Winterthur Blumenau Nord,8.718,47.506,0min,,,,,0
300003718,Winterthur Blumenau Nord,8.7124,47.5078,0min,,,,,0
300004836,Winterthur Blumenau Nord,8.7181,47.5078,0min,,,,,0
300005772,Winterthur Blumenau Nord,8.7151,47.5061,0min,,,,,0
300006466,Winterthur Blumenau Nord,8.7125,47.5069,0min,,,,,0
300006482,Winterthur Blumenau Nord,8.7147,47.5062,0min,,,,,0
300006947,Winterthur Blumenau Nord,8.7125,47.5079,0min,,,,,0
300006960,Winterthur Blumenau Nord,8.7186,47.5071,0min,,,,,0
300008164,Winterthur Blumenau Nord,8.7155,47.5067,0min,,,,,0
300000820,Winterthur Blumenau Ost,8.7187,47.5048,0min,,,,,0
300001754,Winterthur Blumenau Ost,8.72,47.5055,0min,,,,,0
300001755,Winterthur Blumenau Ost,8.7202,47.5059,0min,,,,,0
300002036,Winterthur Blumenau Ost,8.7208,47.5074,0min,,,,,0
300002088,Winterthur Blumenau Ost,8.7209,47.5041,0min,,,,,0
300002916,Winterthur Blumenau Ost,8.7229,47.5071,0min,,,,,0
300002917,Winterthur Blumenau Ost,8.7226,47.5071,0min,,,,,0
300004094,Winterthur Blumenau Ost,8.7218,47.5053,0min,,,,,0
300005189,Winterthur Blumenau Ost,8.7197,47.5068,0min,,,,,0
300005190,Winterthur Blumenau Ost,8.7187,47.5069,0min,,,,,0
300005426,Winterthur Blumenau Ost,8.7194,47.5061,0min,,,,,0
300005626,Winterthur Blumenau Ost,8.72,47.5052,0min,,,,,0
300005790,Winterthur Blumenau Ost,8.7204,47.5066,0min,,,,,0
300006440,Winterthur Blumenau Ost,8.7195,47.5063,0min,,,,,0
300007420,Winterthur Blumenau Ost,8.7225,47.5062,0min,,,,,0
300008730,Winterthur Blumenau Ost,8.72,47.5053,0min,,,,,0
300000763,Winterthur Blumenau S�d,8.7116,47.5044,0min,,,,,0
300002406,Winterthur Blumenau S�d,8.7098,47.5051,0min,,,,,0
300003259,Winterthur Blumenau S�d,8.7129,47.5061,0min,,,,,0
300003506,Winterthur Blumenau S�d,8.7153,47.5047,0min,,,,,0
300003698,Winterthur Blumenau S�d,8.7111,47.5068,0min,,,,,0
300004227,Winterthur Blumenau S�d,8.7134,47.5038,0min,,,,,0
300006258,Winterthur Blumenau S�d,8.7157,47.5052,0min,,,,,0
300006669,Winterthur Blumenau S�d,8.7107,47.5062,0min,,,,,0
300006681,Winterthur Blumenau S�d,8.7125,47.5056,0min,,,,,0
300008248,Winterthur Blumenau S�d,8.7125,47.5042,0min,,,6886,6886,1
994,Winterthur Br�hlberg Ost,8.717,47.498,0min,,,,,0
1029,Winterthur Br�hlberg Ost,8.709,47.493,0min,,,,,0
10100554,Winterthur Br�hlberg Ost,8.7172,47.498,0min,,,554,554,1
300000916,Winterthur Br�hlberg Ost,8.7092,47.4931,0min,,,,,0
300002509,Winterthur Br�hlberg Ost,8.7125,47.4964,0min,,,,,0
300004805,Winterthur Br�hlberg Ost,8.71,47.4936,0min,,,,,0
300008239,Winterthur Br�hlberg Ost,8.7177,47.4986,0min,,,,,0
300003881,Winterthur Br�hlberg West,8.7152,47.499,0min,,,,,0
300005934,Winterthur Br�hlberg West,8.7147,47.4993,0min,,,,,0
10101982,Winterthur B�elwiesen,8.7651,47.486,0min,,,1982,1982,1
10102987,Winterthur B�elwiesen,8.7634,47.4847,0min,,,2987,2987,1
10105063,Winterthur B�elwiesen,8.7664,47.4876,0min,,,5063,5063,1
300001127,Winterthur B�elwiesen,8.7628,47.4842,0min,,,,,0
300001699,Winterthur B�elwiesen,8.7648,47.4869,0min,,,,,0
300003619,Winterthur B�elwiesen,8.7665,47.4871,0min,,,,,0
300004605,Winterthur B�elwiesen,8.7609,47.4854,0min,,,,,0
300005220,Winterthur B�elwiesen,8.7655,47.4817,0min,,,,,0
300005548,Winterthur B�elwiesen,8.766,47.4855,0min,,,,,0
300006358,Winterthur B�elwiesen,8.7607,47.485,0min,,,,,0
300006588,Winterthur B�elwiesen,8.7627,47.4824,0min,,,,,0
300007449,Winterthur B�elwiesen,8.7672,47.485,0min,,,,,0
300008595,Winterthur B�elwiesen,8.7662,47.4853,0min,,,,,0
300112930,Winterthur B�elwiesen,8.7665,47.4874,0min,,,8506002,8506002,1
10103438,Winterthur D�ttnau Nord,8.6982,47.4842,0min,,,,,0
10106630,Winterthur D�ttnau Nord,8.6957,47.484,0min,,,6630,6630,1
10106631,Winterthur D�ttnau Nord,8.6985,47.4828,0min,,,,,0
300000972,Winterthur D�ttnau Nord,8.6932,47.4847,0min,,,,,0
300003183,Winterthur D�ttnau Nord,8.6908,47.4855,0min,,,,,0
300005852,Winterthur D�ttnau Nord,8.6921,47.4849,0min,,,3438,3438,1
300006246,Winterthur D�ttnau Nord,8.6996,47.4826,0min,,,,,0
300006296,Winterthur D�ttnau Nord,8.6943,47.4836,0min,,,,,0
1701899200,Winterthur D�ttnau Nord,8.6973,47.4834,0min,,,,,0
1118,Winterthur D�ttnau S�d,8.704,47.48,0min,,,,,0
1127,Winterthur D�ttnau S�d,8.7043,47.4797,0min,,,,,0
1129,Winterthur D�ttnau S�d,8.7046,47.4794,0min,,,,,0
1138,Winterthur D�ttnau S�d,8.7046,47.4785,0min,,,,,0
1144,Winterthur D�ttnau S�d,8.7033,47.4775,0min,,,,,0
1145,Winterthur D�ttnau S�d,8.7032,47.4773,0min,,,,,0
1146,Winterthur D�ttnau S�d,8.7045,47.477,0min,,,,,0
1186,Winterthur D�ttnau S�d,8.6999,47.4693,0min,,,,,0
10103433,Winterthur D�ttnau S�d,8.6993,47.4777,0min,,,3433,3433,1
10103434,Winterthur D�ttnau S�d,8.6975,47.4796,0min,,,3434,3434,1
10103435,Winterthur D�ttnau S�d,8.6963,47.482,0min,,,3435,3435,1
10103437,Winterthur D�ttnau S�d,8.6993,47.4811,0min,,,6631,3437,2
18506961,Winterthur D�ttnau S�d,8.7029,47.4774,0min,,,724,724,3
18591002,Winterthur D�ttnau S�d,8.7012,47.4753,0min,,,2558,2558,1
300001396,Winterthur D�ttnau S�d,8.7003,47.4747,0min,,,,,0
300001766,Winterthur D�ttnau S�d,8.6996,47.4776,0min,,,,,0
300002456,Winterthur D�ttnau S�d,8.7011,47.4749,0min,,,,,0
300002480,Winterthur D�ttnau S�d,8.7,47.4745,0min,,,,,0
300003009,Winterthur D�ttnau S�d,8.6997,47.4812,0min,,,,,0
300003864,Winterthur D�ttnau S�d,8.7012,47.4753,0min,,,,,0
300004520,Winterthur D�ttnau S�d,8.7009,47.4751,0min,,,,,0
300005101,Winterthur D�ttnau S�d,8.696,47.4817,0min,,,,,0
300006455,Winterthur D�ttnau S�d,8.7029,47.4743,0min,,,,,0
300007426,Winterthur D�ttnau S�d,8.7047,47.4777,0min,,,,,0
300008537,Winterthur D�ttnau S�d,8.7045,47.4755,0min,,,,,0
300008769,Winterthur D�ttnau S�d,8.7036,47.4748,0min,,,,,0
400000208,Winterthur D�ttnau S�d,8.6959,47.4819,0min,,,,,0
18573657,Winterthur Deutweg Nordost,8.7415,47.4938,0min,,,653,653,2
18580455,Winterthur Deutweg Nordost,8.7433,47.4929,0min,,,6052,650,2
300006039,Winterthur Deutweg Nordost,8.7446,47.4935,0min,,,,,0
300006859,Winterthur Deutweg Nordost,8.7423,47.4934,0min,,,,,0
979,Winterthur Deutweg Nordwest,8.7421,47.4982,0min,,,,,0
981,Winterthur Deutweg Nordwest,8.7398,47.4982,0min,,,,,0
1023,Winterthur Deutweg Nordwest,8.741,47.494,0min,,,,,0
1024,Winterthur Deutweg Nordwest,8.7413,47.4939,0min,,,,,0
1025,Winterthur Deutweg Nordwest,8.7414,47.4938,0min,,,,,0
10101055,Winterthur Deutweg Nordwest,8.7445,47.4982,0min,,,1055,1055,1
10101881,Winterthur Deutweg Nordwest,8.739,47.4982,0min,,,1881,1881,1
18580461,Winterthur Deutweg Nordwest,8.7371,47.4956,0min,,,2235,2235,1
300000775,Winterthur Deutweg Nordwest,8.7379,47.4978,0min,,,,,0
300000776,Winterthur Deutweg Nordwest,8.7379,47.4982,0min,,,,,0
300001009,Winterthur Deutweg Nordwest,8.7402,47.4972,0min,,,,,0
300001218,Winterthur Deutweg Nordwest,8.7424,47.4968,0min,,,,,0
300001634,Winterthur Deutweg Nordwest,8.7352,47.4967,0min,,,,,0
300001840,Winterthur Deutweg Nordwest,8.7412,47.4982,0min,,,,,0
300002246,Winterthur Deutweg Nordwest,8.7422,47.4975,0min,,,,,0
300002387,Winterthur Deutweg Nordwest,8.7389,47.4982,0min,,,,,0
300002638,Winterthur Deutweg Nordwest,8.7405,47.4963,0min,,,,,0
300003216,Winterthur Deutweg Nordwest,8.7415,47.4974,0min,,,,,0
300004779,Winterthur Deutweg Nordwest,8.7432,47.4948,0min,,,,,0
300005888,Winterthur Deutweg Nordwest,8.7451,47.4982,0min,,,,,0
300007361,Winterthur Deutweg Nordwest,8.7372,47.4955,0min,,,,,0
300007362,Winterthur Deutweg Nordwest,8.7379,47.4959,0min,,,,,0
300007597,Winterthur Deutweg Nordwest,8.7435,47.4971,0min,,,,,0
300007598,Winterthur Deutweg Nordwest,8.7435,47.4977,0min,,,,,0
300008135,Winterthur Deutweg Nordwest,8.7435,47.4982,0min,,,,,0
300004402,Winterthur Deutweg Ost,8.7422,47.4919,0min,,,,,0
300006844,Winterthur Deutweg Ost,8.7414,47.4913,0min,,,,,0
1039,Winterthur Deutweg S�d,8.7339,47.4911,0min,,,,,0
1220,Winterthur Deutweg S�d,8.7466,47.4615,0min,,,,,0
10101749,Winterthur Deutweg S�d,8.7287,47.4902,0min,,,1749,1749,1
10102694,Winterthur Deutweg S�d,8.7311,47.4896,0min,,,2694,2694,1
300000219,Winterthur Deutweg S�d,8.7323,47.493,0min,,,,,0
300003100,Winterthur Deutweg S�d,8.7285,47.4909,0min,,,,,0
300003992,Winterthur Deutweg S�d,8.7313,47.4905,0min,,,,,0
300004955,Winterthur Deutweg S�d,8.7316,47.4895,0min,,,,,0
300004956,Winterthur Deutweg S�d,8.7316,47.4897,0min,,,,,0
300005278,Winterthur Deutweg S�d,8.732,47.4931,0min,,,,,0
300005608,Winterthur Deutweg S�d,8.7284,47.4902,0min,,,,,0
300007139,Winterthur Deutweg S�d,8.7329,47.4905,0min,,,,,0
300007272,Winterthur Deutweg S�d,8.7329,47.4905,0min,,,,,0
300008650,Winterthur Deutweg S�d,8.7325,47.4916,0min,,,,,0
10102816,Winterthur Deutweg West,8.7343,47.4912,0min,,,2816,2816,2
300001003,Winterthur Deutweg West,8.7392,47.4932,0min,,,,,0
300001276,Winterthur Deutweg West,8.7343,47.4935,0min,,,,,0
300001277,Winterthur Deutweg West,8.7337,47.4944,0min,,,,,0
300001457,Winterthur Deutweg West,8.7399,47.4934,0min,,,,,0
300001458,Winterthur Deutweg West,8.7409,47.4936,0min,,,,,0
300001869,Winterthur Deutweg West,8.738,47.495,0min,,,,,0
300001964,Winterthur Deutweg West,8.7371,47.4926,0min,,,,,0
300001965,Winterthur Deutweg West,8.7389,47.4931,0min,,,,,0
300004455,Winterthur Deutweg West,8.7326,47.4942,0min,,,,,0
300007331,Winterthur Deutweg West,8.7354,47.4917,0min,,,,,0
1061,Winterthur Eichliacker Mitte,8.7029,47.4889,0min,,,,,0
1065,Winterthur Eichliacker Mitte,8.7069,47.4882,0min,,,,,0
1075,Winterthur Eichliacker Mitte,8.7025,47.4871,0min,,,,,0
1084,Winterthur Eichliacker Mitte,8.7082,47.4852,0min,,,,,0
1086,Winterthur Eichliacker Mitte,8.7032,47.4851,0min,,,,,0
387744,Winterthur Eichliacker Mitte,8.7071,47.4895,0min,,,,,0
10102103,Winterthur Eichliacker Mitte,8.7085,47.4867,0min,,,2103,2103,1
10103432,Winterthur Eichliacker Mitte,8.7097,47.4849,0min,,,,,0
300000236,Winterthur Eichliacker Mitte,8.7083,47.4887,0min,,,,,0
300001553,Winterthur Eichliacker Mitte,8.7027,47.487,0min,,,,,0
300003191,Winterthur Eichliacker Mitte,8.7034,47.4846,0min,,,,,0
300004815,Winterthur Eichliacker Mitte,8.7105,47.4847,0min,,,,,0
300006668,Winterthur Eichliacker Mitte,8.707,47.4887,0min,,,,,0
300006750,Winterthur Eichliacker Mitte,8.7077,47.4881,0min,,,,,0
300007800,Winterthur Eichliacker Mitte,8.7069,47.4849,0min,,,,,0
300007857,Winterthur Eichliacker Mitte,8.7039,47.4888,0min,,,,,0
1038,Winterthur Eichliacker Nord,8.7068,47.4916,0min,,,,,0
1059,Winterthur Eichliacker Nord,8.7031,47.4891,0min,,,,,0
18576178,Winterthur Eichliacker Nord,8.7034,47.489,0min,,,2081,2081,3
18576179,Winterthur Eichliacker Nord,8.7061,47.4911,0min,,,2991,2991,1
300001673,Winterthur Eichliacker Nord,8.708,47.4905,0min,,,,,0
300002200,Winterthur Eichliacker Nord,8.7059,47.491,0min,,,,,0
300002611,Winterthur Eichliacker Nord,8.7076,47.4911,0min,,,,,0
300002620,Winterthur Eichliacker Nord,8.7103,47.4911,0min,,,,,0
300004641,Winterthur Eichliacker Nord,8.7072,47.4896,0min,,,,,0
300004914,Winterthur Eichliacker Nord,8.7046,47.4902,0min,,,,,0
300005669,Winterthur Eichliacker Nord,8.7071,47.4918,0min,,,,,0
300006691,Winterthur Eichliacker Nord,8.708,47.4908,0min,,,,,0
300006692,Winterthur Eichliacker Nord,8.7095,47.4917,0min,,,,,0
300006735,Winterthur Eichliacker Nord,8.7055,47.4908,0min,,,,,0
300008206,Winterthur Eichliacker Nord,8.7053,47.4906,0min,,,,,0
300000473,Winterthur Eichliacker Ost,8.7119,47.4887,0min,,,,,0
300000490,Winterthur Eichliacker Ost,8.7131,47.4881,0min,,,,,0
300001707,Winterthur Eichliacker Ost,8.71,47.4887,0min,,,,,0
300002440,Winterthur Eichliacker Ost,8.712,47.4869,0min,,,,,0
300002741,Winterthur Eichliacker Ost,8.7109,47.4896,0min,,,,,0
300003139,Winterthur Eichliacker Ost,8.7099,47.4868,0min,,,,,0
300004092,Winterthur Eichliacker Ost,8.7106,47.4875,0min,,,,,0
300004093,Winterthur Eichliacker Ost,8.7094,47.4881,0min,,,,,0
300004662,Winterthur Eichliacker Ost,8.7113,47.4881,0min,,,,,0
300004816,Winterthur Eichliacker Ost,8.7111,47.4856,0min,,,,,0
300005702,Winterthur Eichliacker Ost,8.7098,47.4895,0min,,,,,0
300006040,Winterthur Eichliacker Ost,8.7125,47.4875,0min,,,,,0
300006073,Winterthur Eichliacker Ost,8.7083,47.4882,0min,,,,,0
300006919,Winterthur Eichliacker Ost,8.7106,47.4893,0min,,,,,0
300008523,Winterthur Eichliacker Ost,8.7101,47.4896,0min,,,,,0
300112931,Winterthur Eichliacker Ost,8.7093,47.4896,0min,,,8506044,8506044,1
1088,Winterthur Eichliacker S�d,8.7054,47.4845,0min,,,,,0
1090,Winterthur Eichliacker S�d,8.7046,47.4843,0min,,,,,0
1095,Winterthur Eichliacker S�d,8.7038,47.4832,0min,,,,,0
1106,Winterthur Eichliacker S�d,8.7053,47.4811,0min,,,,,0
1110,Winterthur Eichliacker S�d,8.7047,47.4808,0min,,,,,0
1140,Winterthur Eichliacker S�d,8.705,47.4783,0min,,,,,0
1151,Winterthur Eichliacker S�d,8.7049,47.4766,0min,,,,,0
10102310,Winterthur Eichliacker S�d,8.7066,47.4848,0min,,,2310,2310,1
300002886,Winterthur Eichliacker S�d,8.7047,47.4789,0min,,,,,0
300008189,Winterthur Eichliacker S�d,8.7041,47.4821,0min,,,,,0
300009031,Winterthur Eichliacker S�d,8.7048,47.4837,0min,,,,,0
300202941,Winterthur Eichliacker S�d,8.7062,47.4738,0min,,,,,0
400000629,Winterthur Eichliacker S�d,8.7036,47.4839,0min,,,,,0
1050,Winterthur Eichliacker West,8.7019,47.4905,0min,,,,,0
1057,Winterthur Eichliacker West,8.7019,47.4895,0min,,,,,0
1078,Winterthur Eichliacker West,8.7021,47.4868,0min,,,,,0
1097,Winterthur Eichliacker West,8.7032,47.4831,0min,,,,,0
1104,Winterthur Eichliacker West,8.7037,47.4815,0min,,,,,0
10100117,Winterthur Eichliacker West,8.7024,47.4838,0min,,,117,117,1
18576177,Winterthur Eichliacker West,8.7033,47.4838,0min,,,133,133,1
300003209,Winterthur Eichliacker West,8.7019,47.4836,0min,,,,,0
300005785,Winterthur Eichliacker West,8.7037,47.4822,0min,,,,,0
300006585,Winterthur Eichliacker West,8.7023,47.486,0min,,,,,0
400000628,Winterthur Eichliacker West,8.703,47.4838,0min,,,,,0
18573663,Winterthur Eidberg,8.7846,47.4688,0min,,,2650,2650,1
18573665,Winterthur Eidberg,8.7872,47.4726,0min,,,495,495,1
18573666,Winterthur Eidberg,8.7948,47.4737,0min,,,765,765,1
300000424,Winterthur Eidberg,8.7985,47.4746,0min,,,,,0
300000923,Winterthur Eidberg,8.7937,47.4735,0min,,,,,0
300000924,Winterthur Eidberg,8.7949,47.4738,0min,,,,,0
300002306,Winterthur Eidberg,8.7844,47.4715,0min,,,,,0
300005095,Winterthur Eidberg,8.7961,47.4735,0min,,,,,0
300005096,Winterthur Eidberg,8.7952,47.4739,0min,,,,,0
300007428,Winterthur Eidberg,8.7957,47.4738,0min,,,,,0
300007902,Winterthur Eidberg,8.7949,47.474,0min,,,,,0
400000191,Winterthur Eidberg,8.7844,47.4715,0min,,,,,0
300001437,Winterthur Endliker,8.7471,47.489,0min,,,,,0
300001438,Winterthur Endliker,8.7436,47.4896,0min,,,,,0
300006761,Winterthur Endliker,8.7471,47.4904,0min,,,,,0
300007081,Winterthur Endliker,8.7436,47.4902,0min,,,,,0
1094,Winterthur Ganzenb�hl Ost,8.7613,47.4831,0min,,,,,0
1096,Winterthur Ganzenb�hl Ost,8.762,47.4825,0min,,,,,0
106639,Winterthur Ganzenb�hl Ost,8.7638,47.4803,0min,,,,,0
10100932,Winterthur Ganzenb�hl Ost,8.7646,47.4802,0min,,,,,0
10101654,Winterthur Ganzenb�hl Ost,8.7671,47.4786,0min,,,,,0
18573659,Winterthur Ganzenb�hl Ost,8.7613,47.4831,0min,,,2283,2283,3
18573660,Winterthur Ganzenb�hl Ost,8.7663,47.4783,0min,,,6639,2331,2
300002581,Winterthur Ganzenb�hl Ost,8.7624,47.4813,0min,,,,,0
300002870,Winterthur Ganzenb�hl Ost,8.7621,47.4823,0min,,,,,0
300004691,Winterthur Ganzenb�hl Ost,8.7604,47.4824,0min,,,,,0
300004692,Winterthur Ganzenb�hl Ost,8.7614,47.4824,0min,,,,,0
300005221,Winterthur Ganzenb�hl Ost,8.7647,47.4819,0min,,,,,0
300007159,Winterthur Ganzenb�hl Ost,8.763,47.481,0min,,,,,0
300007778,Winterthur Ganzenb�hl Ost,8.7667,47.4814,0min,,,,,0
300007806,Winterthur Ganzenb�hl Ost,8.7601,47.484,0min,,,,,0
300008448,Winterthur Ganzenb�hl Ost,8.7666,47.4763,0min,,,,,0
400000193,Winterthur Ganzenb�hl Ost,8.7642,47.4799,0min,,,,,0
400000194,Winterthur Ganzenb�hl Ost,8.7664,47.478,0min,,,,,0
300005017,Winterthur Ganzenb�hl West,8.7583,47.4842,0min,,,,,0
1158,Winterthur Gotzenwil,8.7695,47.4732,0min,,,,,0
18573661,Winterthur Gotzenwil,8.7697,47.4733,0min,,,2997,2997,1
18573662,Winterthur Gotzenwil,8.7775,47.4732,0min,,,1019,1019,1
300000704,Winterthur Gotzenwil,8.7751,47.4693,0min,,,,,0
300000705,Winterthur Gotzenwil,8.7752,47.4697,0min,,,,,0
300003175,Winterthur Gotzenwil,8.7713,47.4716,0min,,,,,0
300003244,Winterthur Gotzenwil,8.7765,47.4732,0min,,,,,0
300004034,Winterthur Gotzenwil,8.776,47.4688,0min,,,,,0
300004035,Winterthur Gotzenwil,8.7755,47.469,0min,,,,,0
300004311,Winterthur Gotzenwil,8.7755,47.4705,0min,,,,,0
