SEP=,
NODENO,BEZIRKE,XCOORD,YCOORD,T0PRT,VOLPRT,SCTYPE,HST_MAX,HST_MIN,KNOTEN_IST_HST
300006018,Bertschikon Nord,8.8406,47.5328,0min,,,,,0
300006109,Bertschikon Nord,8.827,47.5387,0min,,,,,0
300006787,Bertschikon Nord,8.8316,47.5387,0min,,,,,0
300008469,Bertschikon Nord,8.8371,47.5384,0min,,,,,0
695,Bertschikon Ost,8.8378,47.5237,0min,,,,,0
825,Bertschikon Ost,8.8283,47.511,0min,,,,,0
300001177,Bertschikon Ost,8.8349,47.5169,0min,,,,,0
300001574,Bertschikon Ost,8.8377,47.5245,0min,,,,,0
300002320,Bertschikon Ost,8.8339,47.5156,0min,,,,,0
300002763,Bertschikon Ost,8.8365,47.5192,0min,,,,,0
300003187,Bertschikon Ost,8.8377,47.5239,0min,,,,,0
300003380,Bertschikon Ost,8.8372,47.5208,0min,,,,,0
300003510,Bertschikon Ost,8.8371,47.5202,0min,,,,,0
300004871,Bertschikon Ost,8.8364,47.5239,0min,,,,,0
300005152,Bertschikon Ost,8.8403,47.5233,0min,,,,,0
300006521,Bertschikon Ost,8.8275,47.5123,0min,,,,,0
300006522,Bertschikon Ost,8.8279,47.5128,0min,,,,,0
300007490,Bertschikon Ost,8.8381,47.5224,0min,,,,,0
591,Bertschikon West,8.8097,47.5316,0min,,,,,0
594,Bertschikon West,8.8106,47.5312,0min,,,,,0
606,Bertschikon West,8.8147,47.5306,0min,,,,,0
609,Bertschikon West,8.8113,47.5305,0min,,,,,0
612,Bertschikon West,8.8152,47.5302,0min,,,,,0
635,Bertschikon West,8.8135,47.5279,0min,,,,,0
640,Bertschikon West,8.8145,47.5268,0min,,,,,0
701,Bertschikon West,8.8077,47.5233,0min,,,,,0
18587004,Bertschikon West,8.814,47.5265,0min,,,3211,3211,1
300000695,Bertschikon West,8.8222,47.5256,0min,,,,,0
300002751,Bertschikon West,8.8124,47.5254,0min,,,,,0
300002971,Bertschikon West,8.8147,47.5286,0min,,,,,0
300003128,Bertschikon West,8.8237,47.5253,0min,,,,,0
300003199,Bertschikon West,8.8109,47.531,0min,,,,,0
300004740,Bertschikon West,8.8143,47.5283,0min,,,,,0
300005009,Bertschikon West,8.8103,47.5314,0min,,,,,0
300005082,Bertschikon West,8.8207,47.5266,0min,,,,,0
300005485,Bertschikon West,8.8164,47.5266,0min,,,,,0
300005486,Bertschikon West,8.816,47.5266,0min,,,,,0
300005551,Bertschikon West,8.8111,47.5306,0min,,,,,0
300007341,Bertschikon West,8.8132,47.5282,0min,,,,,0
300008597,Bertschikon West,8.8126,47.5255,0min,,,,,0
300008775,Bertschikon West,8.8115,47.5303,0min,,,,,0
1170,Br�tten,8.6737,47.4718,0min,,,,,0
1178,Br�tten,8.6527,47.4712,0min,,,,,0
1179,Br�tten,8.6524,47.471,0min,,,,,0
1185,Br�tten,8.6697,47.4702,0min,,,,,0
1187,Br�tten,8.6868,47.4694,0min,,,,,0
1197,Br�tten,8.6762,47.4664,0min,,,,,0
1206,Br�tten,8.668,47.4647,0min,,,,,0
106661,Br�tten,8.6865,47.4696,0min,,,,,0
10101225,Br�tten,8.6706,47.4709,0min,,,1225,1225,1
10106050,Br�tten,8.6738,47.4715,0min,,,6050,6050,1
18506960,Br�tten,8.6765,47.472,0min,,,1906,1906,1
18576174,Br�tten,8.6707,47.471,0min,,,,,0
18576176,Br�tten,8.6825,47.4715,0min,,,1124,1124,1
18591835,Br�tten,8.6865,47.4696,0min,,,6661,6661,1
300000553,Br�tten,8.668,47.4729,0min,,,,,0
300000856,Br�tten,8.6692,47.4705,0min,,,,,0
300001600,Br�tten,8.6789,47.4719,0min,,,,,0
300002065,Br�tten,8.6693,47.4699,0min,,,,,0
300004266,Br�tten,8.6669,47.4743,0min,,,,,0
300004665,Br�tten,8.6652,47.4779,0min,,,,,0
300005172,Br�tten,8.6711,47.4712,0min,,,,,0
300006033,Br�tten,8.658,47.4853,0min,,,,,0
300006880,Br�tten,8.6746,47.4692,0min,,,,,0
300006993,Br�tten,8.6639,47.479,0min,,,,,0
300007019,Br�tten,8.6739,47.4708,0min,,,,,0
300007020,Br�tten,8.6644,47.4787,0min,,,,,0
300007457,Br�tten,8.6802,47.4718,0min,,,,,0
300007507,Br�tten,8.684,47.471,0min,,,,,0
300008454,Br�tten,8.6597,47.482,0min,,,,,0
300008736,Br�tten,8.6652,47.4778,0min,,,,,0
492,Buch am Irchel Ost,8.6442,47.5524,0min,,,,,0
551,Buch am Irchel Ost,8.6441,47.5413,0min,,,,,0
18573682,Buch am Irchel Ost,8.6438,47.5521,0min,,,651,651,1
18573683,Buch am Irchel Ost,8.6327,47.5518,0min,,,2621,2621,1
300001494,Buch am Irchel Ost,8.6445,47.541,0min,,,,,0
300003995,Buch am Irchel Ost,8.6462,47.5383,0min,,,,,0
300005905,Buch am Irchel Ost,8.642,47.5517,0min,,,,,0
300005906,Buch am Irchel Ost,8.6429,47.5517,0min,,,,,0
300006360,Buch am Irchel Ost,8.6328,47.5555,0min,,,,,0
300006447,Buch am Irchel Ost,8.6495,47.5497,0min,,,,,0
300007064,Buch am Irchel Ost,8.6452,47.5522,0min,,,,,0
300007991,Buch am Irchel Ost,8.6437,47.5415,0min,,,,,0
300008068,Buch am Irchel Ost,8.643,47.5419,0min,,,,,0
503,Buch am Irchel West,8.6302,47.5511,0min,,,,,0
513,Buch am Irchel West,8.6217,47.5475,0min,,,,,0
18573684,Buch am Irchel West,8.6221,47.5477,0min,,,562,562,1
18573685,Buch am Irchel West,8.6188,47.5501,0min,,,2739,2739,1
18573686,Buch am Irchel West,8.6137,47.5572,0min,,,2915,2915,1
18580691,Buch am Irchel West,8.6199,47.5535,0min,,,6237,6237,1
300000981,Buch am Irchel West,8.6295,47.5455,0min,,,,,0
300004177,Buch am Irchel West,8.6218,47.5472,0min,,,,,0
300005284,Buch am Irchel West,8.6259,47.5491,0min,,,,,0
300005362,Buch am Irchel West,8.6201,47.548,0min,,,,,0
300006267,Buch am Irchel West,8.6282,47.5462,0min,,,,,0
300006967,Buch am Irchel West,8.6277,47.5467,0min,,,,,0
300006968,Buch am Irchel West,8.6235,47.547,0min,,,,,0
300007947,Buch am Irchel West,8.6233,47.5483,0min,,,,,0
300008827,Buch am Irchel West,8.6175,47.5515,0min,,,,,0
400000461,Buch am Irchel West,8.6184,47.5512,0min,,,,,0
430,D�gerlen S�d,8.7222,47.5611,0min,,,,,0
447,D�gerlen S�d,8.7303,47.5564,0min,,,,,0
450,D�gerlen S�d,8.7343,47.556,0min,,,,,0
521,D�gerlen S�d,8.7412,47.545,0min,,,,,0
529,D�gerlen S�d,8.7396,47.5443,0min,,,,,0
18573698,D�gerlen S�d,8.7295,47.5575,0min,,,1975,1975,1
300000985,D�gerlen S�d,8.7308,47.5562,0min,,,,,0
300002473,D�gerlen S�d,8.7402,47.5468,0min,,,,,0
300002782,D�gerlen S�d,8.7381,47.5495,0min,,,,,0
300004810,D�gerlen S�d,8.7393,47.5483,0min,,,6785,6785,1
300006797,D�gerlen S�d,8.7319,47.556,0min,,,,,0
300006879,D�gerlen S�d,8.7296,47.5559,0min,,,,,0
300008246,D�gerlen S�d,8.728,47.5589,0min,,,,,0
300008733,D�gerlen S�d,8.7287,47.5551,0min,,,,,0
300008999,D�gerlen S�d,8.7233,47.5608,0min,,,,,0
696,D�ttlikon,8.6185,47.5261,0min,,,,,0
751,D�ttlikon,8.6372,47.5198,0min,,,,,0
18576149,D�ttlikon,8.6238,47.525,0min,,,723,723,1
300002410,D�ttlikon,8.6217,47.5233,0min,,,,,0
300004761,D�ttlikon,8.6296,47.5226,0min,,,,,0
300005244,D�ttlikon,8.6263,47.523,0min,,,,,0
300005930,D�ttlikon,8.6196,47.5242,0min,,,,,0
300006035,D�ttlikon,8.6352,47.5211,0min,,,,,0
300008103,D�ttlikon,8.6285,47.523,0min,,,,,0
400000210,D�ttlikon,8.6239,47.5229,0min,,,,,0
404,Dinhard Ost,8.7734,47.5635,0min,,,,,0
454,Dinhard Ost,8.7696,47.5551,0min,,,,,0
487,Dinhard Ost,8.7761,47.5521,0min,,,,,0
507,Dinhard Ost,8.7811,47.5483,0min,,,,,0
522,Dinhard Ost,8.7839,47.5443,0min,,,,,0
524,Dinhard Ost,8.784,47.5441,0min,,,,,0
18574474,Dinhard Ost,8.773,47.5631,0min,,,3582,3582,1
18587551,Dinhard Ost,8.7685,47.5552,0min,,,6173,3581,2
300000982,Dinhard Ost,8.7723,47.5636,0min,,,,,0
300002391,Dinhard Ost,8.776,47.553,0min,,,,,0
300003042,Dinhard Ost,8.7659,47.5552,0min,,,,,0
300004277,Dinhard Ost,8.7698,47.5573,0min,,,,,0
300006261,Dinhard Ost,8.7704,47.555,0min,,,,,0
300006353,Dinhard Ost,8.7722,47.5626,0min,,,,,0
300006858,Dinhard Ost,8.7634,47.5553,0min,,,,,0
300007663,Dinhard Ost,8.7838,47.5448,0min,,,,,0
300008040,Dinhard Ost,8.7664,47.5552,0min,,,,,0
300008401,Dinhard Ost,8.7747,47.5543,0min,,,,,0
300008402,Dinhard Ost,8.771,47.555,0min,,,,,0
300008883,Dinhard Ost,8.776,47.5525,0min,,,,,0
1701899184,Dinhard Ost,8.7682,47.5552,0min,,,,,0
1701899185,Dinhard Ost,8.7682,47.5555,0min,,,,,0
1701899186,Dinhard Ost,8.7689,47.5551,0min,,,,,0
452,Dinhard S�d,8.7425,47.5558,0min,,,,,0
462,Dinhard S�d,8.7528,47.5549,0min,,,,,0
465,Dinhard S�d,8.7475,47.5546,0min,,,,,0
479,Dinhard S�d,8.7524,47.5535,0min,,,,,0
510,Dinhard S�d,8.7479,47.5479,0min,,,,,0
18576298,Dinhard S�d,8.7525,47.5538,0min,,,2870,2870,1
300002255,Dinhard S�d,8.7492,47.5545,0min,,,,,0
300003275,Dinhard S�d,8.7529,47.555,0min,,,,,0
300003784,Dinhard S�d,8.7533,47.5552,0min,,,,,0
300003824,Dinhard S�d,8.7522,47.5531,0min,,,,,0
300004131,Dinhard S�d,8.752,47.5519,0min,,,,,0
300004348,Dinhard S�d,8.7511,47.5537,0min,,,,,0
300005427,Dinhard S�d,8.7477,47.5546,0min,,,,,0
300006499,Dinhard S�d,8.7486,47.5545,0min,,,,,0
300007692,Dinhard S�d,8.7536,47.5552,0min,,,,,0
300007776,Dinhard S�d,8.7536,47.5558,0min,,,,,0
300007961,Dinhard S�d,8.7533,47.5554,0min,,,,,0
300008412,Dinhard S�d,8.7596,47.5554,0min,,,,,0
300110662,Dinhard S�d,8.7529,47.5533,0min,,,8506021,8506021,1
401,Ellikon an der Thur,8.8246,47.563,0min,,,,,0
419,Ellikon an der Thur,8.8234,47.5621,0min,,,,,0
445,Ellikon an der Thur,8.8096,47.5563,0min,,,,,0
474,Ellikon an der Thur,8.8298,47.5531,0min,,,,,0
18580761,Ellikon an der Thur,8.8245,47.5629,0min,,,771,771,1
300002407,Ellikon an der Thur,8.828,47.5626,0min,,,,,0
300002520,Ellikon an der Thur,8.8256,47.5596,0min,,,,,0
300004546,Ellikon an der Thur,8.8233,47.563,0min,,,,,0
300005494,Ellikon an der Thur,8.8261,47.5588,0min,,,,,0
300006147,Ellikon an der Thur,8.8215,47.5615,0min,,,,,0
300008468,Ellikon an der Thur,8.8202,47.563,0min,,,,,0
809,Elsau Nord,8.805,47.5128,0min,,,,,0
850,Elsau Nord,8.8066,47.5085,0min,,,,,0
851,Elsau Nord,8.8039,47.5084,0min,,,,,0
885,Elsau Nord,8.8289,47.5045,0min,,,,,0
300002362,Elsau Nord,8.8037,47.5088,0min,,,,,0
300002665,Elsau Nord,8.8043,47.5087,0min,,,,,0
300005784,Elsau Nord,8.8255,47.5036,0min,,,,,0
300008106,Elsau Nord,8.8201,47.5021,0min,,,,,0
948,Elsau S�d,8.8121,47.4999,0min,,,,,0
1071,Elsau S�d,8.8124,47.4865,0min,,,,,0
744777,Elsau S�d,8.8119,47.5002,0min,,,,,0
18580291,Elsau S�d,8.812,47.4873,0min,,,3353,3353,1
300000357,Elsau S�d,8.8066,47.5017,0min,,,,,0
300001842,Elsau S�d,8.8134,47.5002,0min,,,,,0
300001843,Elsau S�d,8.8134,47.5002,0min,,,,,0
300004037,Elsau S�d,8.8089,47.4944,0min,,,6725,6725,1
300005532,Elsau S�d,8.8116,47.4881,0min,,,,,0
300007611,Elsau S�d,8.8114,47.4892,0min,,,,,0
300007994,Elsau S�d,8.811,47.5003,0min,,,,,0
300008957,Elsau S�d,8.8104,47.4999,0min,,,,,0
300112266,Elsau S�d,8.8117,47.5002,0min,,,8506035,8506035,1
882,Elsau West,8.8017,47.505,0min,,,,,0
887,Elsau West,8.782,47.5048,0min,,,,,0
904,Elsau West,8.7957,47.5035,0min,,,,,0
968,Elsau West,8.7982,47.4981,0min,,,,,0
983,Elsau West,8.8002,47.4974,0min,,,,,0
995,Elsau West,8.7992,47.4969,0min,,,,,0
1033,Elsau West,8.7992,47.4915,0min,,,,,0
18580256,Elsau West,8.7986,47.4994,0min,,,1869,1869,1
18580257,Elsau West,8.8012,47.5019,0min,,,740,740,1
18580258,Elsau West,8.802,47.5047,0min,,,772,772,1
18580259,Elsau West,8.7914,47.5022,0min,,,2446,2446,1
18580260,Elsau West,8.7841,47.5039,0min,,,593,593,1
300000439,Elsau West,8.7935,47.5032,0min,,,,,0
300000718,Elsau West,8.7969,47.4999,0min,,,,,0
300000759,Elsau West,8.7957,47.5014,0min,,,,,0
300001513,Elsau West,8.8012,47.5048,0min,,,,,0
300002535,Elsau West,8.7989,47.4991,0min,,,,,0
300003105,Elsau West,8.8002,47.5044,0min,,,,,0
300003164,Elsau West,8.7861,47.5026,0min,,,,,0
300003309,Elsau West,8.7869,47.5003,0min,,,,,0
300003869,Elsau West,8.7995,47.4962,0min,,,,,0
300006619,Elsau West,8.7901,47.5018,0min,,,,,0
300006969,Elsau West,8.8013,47.4974,0min,,,,,0
300007665,Elsau West,8.8007,47.496,0min,,,,,0
300007749,Elsau West,8.8009,47.4983,0min,,,,,0
300008069,Elsau West,8.8021,47.4975,0min,,,,,0
300008112,Elsau West,8.8045,47.4969,0min,,,,,0
300008298,Elsau West,8.8015,47.4964,0min,,,,,0
300008690,Elsau West,8.793,47.4988,0min,,,,,0
300112123,Elsau West,8.7951,47.4988,0min,,,8506015,8506015,1
400000190,Elsau West,8.8022,47.5044,0min,,,,,0
459,Gachnang,8.8381,47.5541,0min,,,,,0
460,Gachnang,8.837,47.554,0min,,,,,0
461,Gachnang,8.8363,47.5539,0min,,,,,0
463,Gachnang,8.8354,47.5538,0min,,,,,0
464,Gachnang,8.8367,47.5537,0min,,,,,0
467,Gachnang,8.8362,47.5535,0min,,,,,0
469,Gachnang,8.8359,47.5534,0min,,,,,0
470,Gachnang,8.8341,47.5534,0min,,,,,0
472,Gachnang,8.8339,47.5533,0min,,,,,0
473,Gachnang,8.835,47.5531,0min,,,,,0
475,Gachnang,8.833,47.5529,0min,,,,,0
476,Gachnang,8.8337,47.5528,0min,,,,,0
478,Gachnang,8.8332,47.5527,0min,,,,,0
480,Gachnang,8.8325,47.5525,0min,,,,,0
481,Gachnang,8.8307,47.5521,0min,,,,,0
485,Gachnang,8.8299,47.5516,0min,,,,,0
486,Gachnang,8.83,47.5515,0min,,,,,0
506,Gachnang,8.8325,47.5485,0min,,,,,0
532,Gachnang,8.8363,47.543,0min,,,,,0
539,Gachnang,8.8371,47.5413,0min,,,,,0
8506744,Gachnang,8.8672,47.5522,0min,,,8506744,8506744,1
8582196,Gachnang,8.8421,47.5451,0min,,,8582196,8582196,1
8582455,Gachnang,8.8493,47.5423,0min,,,8582455,8582455,1
18506700,Gachnang,8.8532,47.5389,0min,,,8506700,8506700,1
18573306,Gachnang,8.8626,47.5515,0min,,,8573306,8573306,1
18578817,Gachnang,8.8613,47.5415,0min,,,8578817,8578817,1
18578818,Gachnang,8.8558,47.5394,0min,,,8578818,8578818,1
18578819,Gachnang,8.8506,47.5393,0min,,,8578819,8578819,1
18581410,Gachnang,8.8691,47.5454,0min,,,8581410,8581410,1
18581524,Gachnang,8.8607,47.5538,0min,,,8581524,8581524,1
18581525,Gachnang,8.8471,47.5479,0min,,,8581525,8581525,1
18581974,Gachnang,8.8451,47.5474,0min,,,8506019,8506019,1
18582010,Gachnang,8.8489,47.5412,0min,,,8582010,8582010,1
100005452,Gachnang,8.8417,47.5454,0min,,,,,0
100005453,Gachnang,8.8626,47.5518,0min,,,,,0
100005454,Gachnang,8.8626,47.5518,0min,,,,,0
100011289,Gachnang,8.8517,47.5397,0min,,,,,0
100011337,Gachnang,8.8556,47.5393,0min,,,,,0
100011338,Gachnang,8.8607,47.5519,0min,,,,,0
300000507,Gachnang,8.8499,47.5407,0min,,,,,0
300000833,Gachnang,8.8307,47.552,0min,,,,,0
300001096,Gachnang,8.8653,47.5439,0min,,,,,0
300001126,Gachnang,8.8421,47.5457,0min,,,,,0
300004897,Gachnang,8.8494,47.5493,0min,,,,,0
300007513,Gachnang,8.8705,47.5459,0min,,,,,0
300113089,Gachnang,8.8462,47.5479,0min,,,8506019,8506019,1
400000531,Gachnang,8.8698,47.5457,0min,,,,,0
400000757,Gachnang,8.8453,47.543,0min,,,,,0
436,Hettlingen Ost,8.7086,47.5598,0min,,,,,0
493,Hettlingen Ost,8.7219,47.5513,0min,,,,,0
505,Hettlingen Ost,8.7094,47.5499,0min,,,,,0
509,Hettlingen Ost,8.71,47.5485,0min,,,,,0
531,Hettlingen Ost,8.7099,47.5444,1s,,,,,0
533,Hettlingen Ost,8.7099,47.5443,0min,,,,,0
534,Hettlingen Ost,8.7097,47.5443,1s,,,,,0
535,Hettlingen Ost,8.7099,47.5443,1s,,,,,0
18573697,Hettlingen Ost,8.714,47.5488,0min,,,926,926,1
300000347,Hettlingen Ost,8.7097,47.5455,0min,,,,,0
300001615,Hettlingen Ost,8.7124,47.5487,0min,,,,,0
300002503,Hettlingen Ost,8.7164,47.5494,0min,,,,,0
300002740,Hettlingen Ost,8.7161,47.5493,0min,,,,,0
300003657,Hettlingen Ost,8.7099,47.5438,0min,,,,,0
300007473,Hettlingen Ost,8.7142,47.5489,0min,,,,,0
300008019,Hettlingen Ost,8.7093,47.55,0min,,,,,0
511,Hettlingen West,8.7084,47.5477,0min,,,,,0
512,Hettlingen West,8.7088,47.547,0min,,,,,0
514,Hettlingen West,8.7095,47.5464,0min,,,,,0
574,Hettlingen West,8.6981,47.5352,0min,,,,,0
1112507,Hettlingen West,8.6946,47.5458,0min,,,,,0
18503705,Hettlingen West,8.709,47.5469,0min,,,670,670,1
18581532,Hettlingen West,8.6951,47.5452,0min,,,1183,1183,1
300000502,Hettlingen West,8.703,47.5452,0min,,,,,0
300001366,Hettlingen West,8.7087,47.548,0min,,,,,0
300003099,Hettlingen West,8.7068,47.5456,0min,,,,,0
300005209,Hettlingen West,8.7092,47.5468,0min,,,,,0
300005730,Hettlingen West,8.697,47.5451,0min,,,,,0
300005891,Hettlingen West,8.7082,47.5467,0min,,,,,0
300006418,Hettlingen West,8.7,47.545,0min,,,,,0
300111183,Hettlingen West,8.6948,47.5453,0min,,,8506045,8506045,1
400000462,Hettlingen West,8.6948,47.5457,0min,,,,,0
999,Hofstetten (ZH) Nord,8.8317,47.4964,0min,,,,,0
300000871,Hofstetten (ZH) Nord,8.8308,47.4954,0min,,,,,0
300001049,Hofstetten (ZH) Nord,8.8313,47.4961,0min,,,,,0
300002368,Hofstetten (ZH) Nord,8.8307,47.4952,0min,,,,,0
300002739,Hofstetten (ZH) Nord,8.832,47.4966,0min,,,,,0
300006827,Hofstetten (ZH) Nord,8.8336,47.4968,0min,,,,,0
300007400,Hofstetten (ZH) Nord,8.8355,47.497,0min,,,,,0
300007890,Hofstetten (ZH) Nord,8.8306,47.4949,0min,,,,,0
300007999,Hofstetten (ZH) Nord,8.8327,47.4966,0min,,,,,0
1082,Hofstetten (ZH) S�d,8.8259,47.4845,0min,,,,,0
1117,Hofstetten (ZH) S�d,8.8446,47.4786,0min,,,,,0
1154,Hofstetten (ZH) S�d,8.8537,47.4731,0min,,,,,0
8582612,Hofstetten (ZH) S�d,8.8539,47.4732,0min,,,6649,6649,1
300006096,Hofstetten (ZH) S�d,8.8403,47.4805,0min,,,,,0
300006314,Hofstetten (ZH) S�d,8.8248,47.487,0min,,,,,0
300007858,Hofstetten (ZH) S�d,8.8254,47.4853,0min,,,,,0
300008028,Hofstetten (ZH) S�d,8.8558,47.4741,0min,,,,,0
300008400,Hofstetten (ZH) S�d,8.8518,47.4734,0min,,,,,0
1377,Kyburg Ost,8.773,47.4472,0min,,,,,0
1444,Kyburg Ost,8.7651,47.4426,0min,,,,,0
18573537,Kyburg Ost,8.7712,47.4464,0min,,,2865,2865,1
300000730,Kyburg Ost,8.7714,47.4517,0min,,,,,0
300000818,Kyburg Ost,8.7614,47.4471,0min,,,,,0
300000819,Kyburg Ost,8.764,47.4491,0min,,,,,0
300001993,Kyburg Ost,8.7729,47.4514,0min,,,,,0
300003449,Kyburg Ost,8.7643,47.4492,0min,,,,,0
300003807,Kyburg Ost,8.7726,47.4543,0min,,,,,0
300005155,Kyburg Ost,8.7662,47.4498,0min,,,,,0
300008456,Kyburg Ost,8.7713,47.4532,0min,,,,,0
1258,Kyburg West,8.7437,47.4567,0min,,,,,0
1310,Kyburg West,8.7431,47.4506,0min,,,,,0
1353,Kyburg West,8.7421,47.4489,0min,,,,,0
1403,Kyburg West,8.7461,47.4458,0min,,,,,0
1447,Kyburg West,8.726,47.4429,0min,,,,,0
10103630,Kyburg West,8.7433,47.4544,0min,,,3630,3630,1
18503375,Kyburg West,8.7445,47.4572,0min,,,957,957,1
18575947,Kyburg West,8.7266,47.4428,0min,,,487,487,1
18575948,Kyburg West,8.7371,47.449,0min,,,808,808,1
300000602,Kyburg West,8.7355,47.4492,0min,,,,,0
300001183,Kyburg West,8.7286,47.4432,0min,,,,,0
300003033,Kyburg West,8.7432,47.452,0min,,,,,0
300003458,Kyburg West,8.7432,47.4613,0min,,,,,0
300005346,Kyburg West,8.7434,47.4561,0min,,,,,0
300006556,Kyburg West,8.7397,47.4492,0min,,,,,0
300007034,Kyburg West,8.7425,47.4583,0min,,,,,0
300007196,Kyburg West,8.7289,47.4436,0min,,,,,0
300008177,Kyburg West,8.7436,47.4564,0min,,,,,0
300008822,Kyburg West,8.7433,47.4532,0min,,,,,0
1251,Lindau Kemptthal,8.7071,47.4583,0min,,,,,0
1276,Lindau Kemptthal,8.7044,47.4538,0min,,,,,0
1284,Lindau Kemptthal,8.7031,47.453,0min,,,,,0
1286,Lindau Kemptthal,8.703,47.4525,0min,,,,,0
1288,Lindau Kemptthal,8.7026,47.4521,0min,,,,,0
1290,Lindau Kemptthal,8.7017,47.452,0min,,,,,0
1293,Lindau Kemptthal,8.7012,47.4517,0min,,,,,0
1294,Lindau Kemptthal,8.702,47.4515,0min,,,,,0
1295,Lindau Kemptthal,8.701,47.4515,0min,,,,,0
1296,Lindau Kemptthal,8.7012,47.4515,0min,,,,,0
1297,Lindau Kemptthal,8.7021,47.4515,0min,,,,,0
1298,Lindau Kemptthal,8.7019,47.4514,0min,,,,,0
1301,Lindau Kemptthal,8.7008,47.4514,0min,,,,,0
1302,Lindau Kemptthal,8.7009,47.4513,0min,,,,,0
1304,Lindau Kemptthal,8.7007,47.4512,0min,,,,,0
1314,Lindau Kemptthal,8.7014,47.4509,0min,,,,,0
1315,Lindau Kemptthal,8.7016,47.4508,0min,,,,,0
1316,Lindau Kemptthal,8.7013,47.4508,0min,,,,,0
1317,Lindau Kemptthal,8.7033,47.4508,0min,,,,,0
1318,Lindau Kemptthal,8.7017,47.4508,0min,,,,,0
1320,Lindau Kemptthal,8.7018,47.4507,0min,,,,,0
1326,Lindau Kemptthal,8.701,47.4503,0min,,,,,0
1330,Lindau Kemptthal,8.6999,47.4503,0min,,,,,0
1331,Lindau Kemptthal,8.7013,47.4502,0min,,,,,0
1333,Lindau Kemptthal,8.7008,47.4501,0min,,,,,0
1337,Lindau Kemptthal,8.7005,47.4499,0min,,,,,0
1338,Lindau Kemptthal,8.7001,47.4499,0min,,,,,0
1339,Lindau Kemptthal,8.7003,47.4498,0min,,,,,0
1344,Lindau Kemptthal,8.7001,47.4496,0min,,,,,0
1346,Lindau Kemptthal,8.7015,47.4496,0min,,,,,0
1348,Lindau Kemptthal,8.6994,47.4496,0min,,,,,0
1349,Lindau Kemptthal,8.7,47.4496,0min,,,,,0
1350,Lindau Kemptthal,8.7,47.4495,0min,,,,,0
1351,Lindau Kemptthal,8.7013,47.4494,0min,,,,,0
1352,Lindau Kemptthal,8.7012,47.4493,0min,,,,,0
1355,Lindau Kemptthal,8.6997,47.4493,0min,,,,,0
1356,Lindau Kemptthal,8.7011,47.4492,0min,,,,,0
1361,Lindau Kemptthal,8.6991,47.449,0min,,,,,0
1362,Lindau Kemptthal,8.7002,47.449,0min,,,,,0
1366,Lindau Kemptthal,8.7008,47.4489,0min,,,,,0
1367,Lindau Kemptthal,8.7008,47.4489,0min,,,,,0
1373,Lindau Kemptthal,8.7006,47.4486,0min,,,,,0
1395,Lindau Kemptthal,8.6956,47.4469,0min,,,,,0
