Sample Name,FID RT,Compound Name,Formula,Match Factor,Catalyst,Reaction Temperature (C),Reaction pressure (psi),Gas
MBPR038_02,16.9638,7-Hydroxy-2-hydroxymethylene-1-indanone,C10H8O3,57.12452733,Ru/C 5wt.%,280,134,N2
MBPR026,16.9743,"2(3H)-Benzofuranone, 3-(methoxymethylene)-",C10H8O3,71.66424694,BEA,282,130,N2
MBPR039_02,17.09,"Benzene, 1-(1,1-dimethylethyl)-3-ethyl-",C12H18,70.63020193,Ru/C 5wt.%,280,134,N2
MBPR032,17.097,"Benzene, 1,2,4-trimethyl-5-(1-methylethyl)-",C12H18,54.55419364,BEA,287,150,N2
MBPR026,17.0982,"Tridecane, 3-methyl-",C14H30,64.93359667,BEA,282,130,N2
MBPR028,17.1051,"Benzene, 1,2,4-trimethyl-5-(1-methylethyl)-",C12H18,54.85676456,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,17.107,"Benzene, 1,2-diethyl-3,4-dimethyl-",C12H18,72.30338975,BEA,282,130,N2
MBPR030,17.12064969,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR039_02,17.1665,6-Ethyl-3-formylchromone,C12H10O3,62.67256977,Ru/C 5wt.%,280,134,N2
MBPR028,17.2775,"1,2-Benzenediol, O,O'-di(3-methylbenzoyl)-",C22H18O4,59.82230065,Ru/C+BEA 5wt.%,272,130,N2
MBPR038_02,17.3036,"Indan, 1,1,6,7-tetramethyl-",C13H18,59.96769385,Ru/C 5wt.%,280,134,N2
MBPR032,17.3087,"Indan, 1,1,6,7-tetramethyl-",C13H18,61.12359324,BEA,287,150,N2
MBPR038_02,17.315,"Cyclopropyl 2,4-xylyl ketone",C12H14O,60.47581531,Ru/C 5wt.%,280,134,N2
MBPR039_02,17.325,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,17.3343,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",C13H18,61.75920343,BEA,287,150,N2
MBPR028,17.336,"1,4-Dimethyl-2-cyclopentylbenzene",C13H18,57.18443424,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,17.3425,6-Ethyl-3-formylchromone,C12H10O3,59.77656306,BEA,282,130,N2
MBPR040_02,17.4606,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,17.5771,"1H-Indene, 2,3-dihydro-1,4,7-trimethyl-",C12H16,56.48678243,Ru/C 5wt.%,280,134,N2
MBPR032,17.5784,"1H-Indene, 2,3-dihydro-1,1,5-trimethyl-",C12H16,70.01308474,BEA,287,150,N2
MBPR028,17.583,"2H-1-Benzopyran, 2,2-dimethyl-",C11H12O,66.28188694,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,17.5884,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,68.78007638,BEA,282,130,N2
MBPR038_02,17.6602,"3-Hexanone, 2,4-dimethyl-",C8H16O,52.38677685,Ru/C 5wt.%,280,134,N2
MBPR022,17.6714,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR039_02,17.7552,"Naphthalene, 1,2-dimethyl-",C12H12,82.41061358,Ru/C 5wt.%,280,134,N2
MBPR038_02,17.7591,"Naphthalene, 1,5-dimethyl-",C12H12,91.9753042,Ru/C 5wt.%,280,134,N2
MBPR039_02,17.7615,"Naphthalene, 1,2-dimethyl-",C12H12,81.94595397,Ru/C 5wt.%,280,134,N2
MBPR032,17.769,"Naphthalene, 1,6-dimethyl-",C12H12,83.57547783,BEA,287,150,N2
MBPR026,17.7803,"Naphthalene, 1,5-dimethyl-",C12H12,85.79790573,BEA,282,130,N2
MBPR028,17.7836,"Naphthalene, 1,6-dimethyl-",C12H12,73.34553037,Ru/C+BEA 5wt.%,272,130,N2
MBPR038_02,17.9223,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.40777804,Ru/C 5wt.%,280,134,N2
MBPR039_02,17.9226,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.41951403,Ru/C 5wt.%,280,134,N2
MBPR040_02,17.9237,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.47535366,Ru/C 5wt.%,280,134,N2
MBPR031,17.932,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,96.47688462,Ru/C+BEA 5wt.%,280,157,N2
MBPR032,17.9324,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.25315943,BEA,287,150,N2
MBPR033,17.9326,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.42967091,Ru/C 5wt.%,280,134,N2
MBPR029,17.9332,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.03545582,BEA,275,115,N2
MBPR030,17.9334,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.39816902,Ru/C 5wt.%,263,119,N2
MBPR028,17.9336,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.37284384,Ru/C+BEA 5wt.%,272,130,N2
MBPR022,17.9375,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.21633896,Ru/C+BEA 5wt.%,281,138,N2
MBPR024,17.9382,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.3692091,Ru/C 5wt.%,281,127,N2
MBPR025,17.9391,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.06105853,Ru/C+BEA 5wt.%,278,145,N2
MBPR023,17.9402,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.40169572,BEA,285,138,N2
MBPR026,17.9404,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.31586469,BEA,282,130,N2
MBPR027,17.9404,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.38295507,Ru/C 5wt.%,278,130,N2
MBPR038_02,18.0662,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR038_02,18.1598,3-Formyl-6-isopropylchromone,C13H12O3,57.08130103,Ru/C 5wt.%,280,134,N2
MBPR026,18.1795,No Match,,,BEA,282,130,N2
MBPR038_02,18.2097,"Naphthalene, 1,6-dimethyl-",C12H12,74.55024381,Ru/C 5wt.%,280,134,N2
MBPR032,18.2274,No Match,,,BEA,287,150,N2
MBPR026,18.2893,No Match,,,BEA,282,130,N2
MBPR030,18.3102,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR038_02,18.4298,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,18.5493,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,57.20549689,Ru/C 5wt.%,280,134,N2
MBPR038_02,18.5517,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,60.92694178,Ru/C 5wt.%,280,134,N2
MBPR026,18.5658,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,67.68813245,BEA,282,130,N2
MBPR028,18.61279933,"1H-Inden-5-ol, 2,3-dihydro-3-(4-hydroxyphenyl)-1,1,3-trimethyl-",C18H20O2,53.58241175,Ru/C+BEA 5wt.%,272,130,N2
MBPR024,18.6529,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR028,18.6569,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR038_02,18.8165,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,73.89748072,Ru/C 5wt.%,280,134,N2
MBPR040_02,18.8179,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,75.74635274,Ru/C 5wt.%,280,134,N2
MBPR039_02,18.8187,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,70.6926495,Ru/C 5wt.%,280,134,N2
MBPR033,18.827,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,72.57793742,Ru/C 5wt.%,280,134,N2
MBPR032,18.8272,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,62.82026954,BEA,287,150,N2
MBPR029,18.8284,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,59.60716658,BEA,275,115,N2
MBPR028,18.8285,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,65.47098718,Ru/C+BEA 5wt.%,272,130,N2
MBPR030,18.8291,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,70.88361227,Ru/C 5wt.%,263,119,N2
MBPR031,18.8294,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,56.27855913,Ru/C+BEA 5wt.%,280,157,N2
MBPR022,18.8339,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,63.40979473,Ru/C+BEA 5wt.%,281,138,N2
MBPR024,18.8339,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,68.48819041,Ru/C 5wt.%,281,127,N2
MBPR025,18.8358,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,61.48810417,Ru/C+BEA 5wt.%,278,145,N2
MBPR023,18.836,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,63.03221827,BEA,285,138,N2
MBPR026,18.8368,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,60.97583562,BEA,282,130,N2
MBPR027,18.8373,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,60.05783402,Ru/C 5wt.%,278,130,N2
MBPR038_02,18.8857,"1,1,4,5,6-Pentamethyl-2,3-dihydro-1H-indene",C14H20,74.67957267,Ru/C 5wt.%,280,134,N2
MBPR039_02,18.8896,"1,1,4,5,6-Pentamethyl-2,3-dihydro-1H-indene",C14H20,60.80903197,Ru/C 5wt.%,280,134,N2
MBPR032,18.8992,No Match,,,BEA,287,150,N2
MBPR028,18.9008,"Naphthalene, 6-(1,1-dimethylethyl)-1,2,3,4-tetrahydro-",C14H20,50.22816726,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,18.9093,No Match,,,BEA,282,130,N2
MBPR038_02,18.9981,"Naphthalene, 1,6,7-trimethyl-",C13H14,70.65388691,Ru/C 5wt.%,280,134,N2
MBPR039_02,19.002,"Naphthalene, 1,6,7-trimethyl-",C13H14,71.31850185,Ru/C 5wt.%,280,134,N2
MBPR032,19.0136,"Naphthalene, 1,4,6-trimethyl-",C13H14,69.97480656,BEA,287,150,N2
MBPR028,19.018,"Naphthalene, 2-(1-methylethyl)-",C13H14,62.41844286,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,19.0234,"Naphthalene, 1,4,6-trimethyl-",C13H14,62.53452923,BEA,282,130,N2
MBPR038_02,19.1402,"Naphthalene, 2-(1-methylethyl)-",C13H14,62.83928785,Ru/C 5wt.%,280,134,N2
MBPR038_02,19.2609,"Naphthalene, 1,6,7-trimethyl-",C13H14,85.92983128,Ru/C 5wt.%,280,134,N2
MBPR039_02,19.2625,"Naphthalene, 1,4,6-trimethyl-",C13H14,81.51429297,Ru/C 5wt.%,280,134,N2
MBPR032,19.274,"Naphthalene, 1,6,7-trimethyl-",C13H14,82.23557538,BEA,287,150,N2
MBPR028,19.2759,"Naphthalene, 1,4,6-trimethyl-",C13H14,67.61044146,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,19.28010417,No Match,,,BEA,275,115,N2
MBPR026,19.2839,"Naphthalene, 1,4,6-trimethyl-",C13H14,76.95361857,BEA,282,130,N2
MBPR039_02,19.3261,"Naphthalene, 1,4,6-trimethyl-",C13H14,80.08973188,Ru/C 5wt.%,280,134,N2
MBPR038_02,19.3265,"Naphthalene, 1,4,6-trimethyl-",C13H14,85.6163129,Ru/C 5wt.%,280,134,N2
MBPR032,19.3389,"Naphthalene, 1,6,7-trimethyl-",C13H14,85.33459001,BEA,287,150,N2
MBPR028,19.3399,"Naphthalene, 1,4,6-trimethyl-",C13H14,82.87192569,Ru/C+BEA 5wt.%,272,130,N2
MBPR031,19.3412,"Naphthalene, 1,4,6-trimethyl-",C13H14,79.48185179,Ru/C+BEA 5wt.%,280,157,N2
MBPR026,19.3482,"Naphthalene, 1,4,6-trimethyl-",C13H14,84.84229846,BEA,282,130,N2
MBPR025,19.3487,"Naphthalene, 1,4,6-trimethyl-",C13H14,74.75837041,Ru/C+BEA 5wt.%,278,145,N2
MBPR039_02,19.5276,"Naphthalene, 1,4,6-trimethyl-",C13H14,77.94504691,Ru/C 5wt.%,280,134,N2
MBPR038_02,19.5282,"Naphthalene, 1,6,7-trimethyl-",C13H14,87.63625311,Ru/C 5wt.%,280,134,N2
MBPR031,19.539,"Naphthalene, 1,4,6-trimethyl-",C13H14,72.03727292,Ru/C+BEA 5wt.%,280,157,N2
MBPR032,19.5402,"Naphthalene, 1,4,6-trimethyl-",C13H14,81.75396327,BEA,287,150,N2
MBPR026,19.5445,"Naphthalene, 1,4,6-trimethyl-",C13H14,76.38200978,BEA,282,130,N2
MBPR025,19.5549,"Naphthalene, 1,6,7-trimethyl-",C13H14,66.20815306,Ru/C+BEA 5wt.%,278,145,N2
MBPR038_02,19.5626,"Dodecanoic acid, 4-biphenyl ester",C24H32O2,75.82319852,Ru/C 5wt.%,280,134,N2
MBPR039_02,19.5633,"Naphthalene, 1,4,6-trimethyl-",C13H14,76.42833734,Ru/C 5wt.%,280,134,N2
MBPR032,19.5736,No Match,,,BEA,287,150,N2
MBPR028,19.577,"Naphthalene, 1,4,6-trimethyl-",C13H14,85.3577503,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,19.5833,"Dodecanoic acid, 4-biphenyl ester",C24H32O2,68.59348739,BEA,282,130,N2
MBPR038_02,19.726,"Naphthalene, 1,4,6-trimethyl-",C13H14,79.60832046,Ru/C 5wt.%,280,134,N2
MBPR039_02,19.7271,"Naphthalene, 1,4,6-trimethyl-",C13H14,81.4133736,Ru/C 5wt.%,280,134,N2
MBPR032,19.7362,"Naphthalene, 2,3,6-trimethyl-",C13H14,85.59223369,BEA,287,150,N2
MBPR025,19.7404,"Naphthalene, 1,4,6-trimethyl-",C13H14,60.64979544,Ru/C+BEA 5wt.%,278,145,N2
MBPR028,19.7432,"Naphthalene, 1,4,6-trimethyl-",C13H14,79.76671343,Ru/C+BEA 5wt.%,272,130,N2
MBPR031,19.7444,"Naphthalene, 2,3,6-trimethyl-",C13H14,81.97474408,Ru/C+BEA 5wt.%,280,157,N2
MBPR029,19.7489,"Naphthalene, 1,6,7-trimethyl-",C13H14,67.67827337,BEA,275,115,N2
MBPR026,19.7503,"Naphthalene, 1,4,6-trimethyl-",C13H14,77.49701935,BEA,282,130,N2
MBPR025,19.7535,"Naphthalene, 1,4,6-trimethyl-",C13H14,70.18722564,Ru/C+BEA 5wt.%,278,145,N2
MBPR023,19.7538,"Naphthalene, 1,4,6-trimethyl-",C13H14,64.79805169,BEA,285,138,N2
MBPR025,19.7603,"Naphthalene, 2,3,6-trimethyl-",C13H14,63.88779819,Ru/C+BEA 5wt.%,278,145,N2
MBPR022,19.76979476,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,19.7761,No Match,,,BEA,285,138,N2
MBPR040_02,19.8848,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR033,19.8933,"Hexane, 3,3-dimethyl-",C8H18,88.95868823,Ru/C 5wt.%,280,134,N2
MBPR032,19.95,"Naphthalene, 1,4,6-trimethyl-",C13H14,51.91093527,BEA,287,150,N2
MBPR026,19.9711,"Naphthalene, 1,4,6-trimethyl-",C13H14,56.86427782,BEA,282,130,N2
MBPR039_02,20.03792303,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR038_02,20.0392,"Naphthalene, 1,4,6-trimethyl-",C13H14,62.44292753,Ru/C 5wt.%,280,134,N2
MBPR026,20.0676,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,53.43144383,BEA,282,130,N2
MBPR038_02,20.1162,"Naphthalene, 2-methyl-1-propyl-",C14H16,55.04322386,Ru/C 5wt.%,280,134,N2
MBPR039_02,20.12020352,"Naphthalene, 2-methyl-1-propyl-",C14H16,57.75687297,Ru/C 5wt.%,280,134,N2
MBPR032,20.1295,"1,1'-Biphenyl, 4-methoxy-",C13H12O,57.22790518,BEA,287,150,N2
MBPR038_02,20.2327,"Naphthalene, 1,2,3,4-tetramethyl-",C14H16,68.4701059,Ru/C 5wt.%,280,134,N2
MBPR039_02,20.2342,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,20.2424,"1,4,5,8-Tetramethylnaphthalene",C14H16,58.49136555,BEA,287,150,N2
MBPR033,20.28852172,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR038_02,20.3201,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,20.3313,"1,4,5,8-Tetramethylnaphthalene",C14H16,58.8321286,BEA,287,150,N2
MBPR024,20.33993564,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR038_02,20.3768,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,70.5031073,Ru/C 5wt.%,280,134,N2
MBPR032,20.3892,"1,4,5,8-Tetramethylnaphthalene",C14H16,65.12398903,BEA,287,150,N2
MBPR028,20.3897,"Naphthalene, 1,2,3,4-tetramethyl-",C14H16,60.7917718,Ru/C+BEA 5wt.%,272,130,N2
MBPR031,20.3982,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR028,20.4115,"4-tert-Butylphenol, O-isopropyloxycarbonyl-",C14H20O3,54.28465295,Ru/C+BEA 5wt.%,272,130,N2
MBPR028,20.43274751,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,20.4361,"1,4,5,8-Tetramethylnaphthalene",C14H16,62.79105921,BEA,287,150,N2
MBPR039_02,20.464,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,54.95578692,Ru/C 5wt.%,280,134,N2
MBPR038_02,20.4643,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,20.4866,"Naphthalene, 1,2,3,4-tetrahydro-1,1,2,4,4,7-hexamethyl-",C16H24,61.5021314,Ru/C 5wt.%,280,134,N2
MBPR038_02,20.5963,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,20.603,"1,4,5,8-Tetramethylnaphthalene",C14H16,53.27773698,BEA,287,150,N2
MBPR039_02,20.6945,3-Biphenylmethanol,C13H12O,53.25694769,Ru/C 5wt.%,280,134,N2
MBPR038_02,20.6992,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,75.28536504,Ru/C 5wt.%,280,134,N2
MBPR032,20.7051,"1,4,5,8-Tetramethylnaphthalene",C14H16,79.64714924,BEA,287,150,N2
MBPR029,20.7063,"3,4-Dimethoxy-6-methylpyrocatechol",C9H12O4,62.80643968,BEA,275,115,N2
MBPR031,20.7106,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR026,20.7135,"1,1'-Biphenyl, 4-methoxy-",C13H12O,59.15043278,BEA,282,130,N2
MBPR038_02,20.7143,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,20.7182,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,69.72706747,Ru/C 5wt.%,280,134,N2
MBPR039_02,20.7238,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,20.7286,No Match,,,BEA,287,150,N2
MBPR026,20.7385,No Match,,,BEA,282,130,N2
MBPR026,20.7439,No Match,,,BEA,282,130,N2
MBPR026,20.7654,No Match,,,BEA,282,130,N2
MBPR038_02,20.9493,"1,4,5,8-Tetramethylnaphthalene",C14H16,88.72483653,Ru/C 5wt.%,280,134,N2
MBPR039_02,20.9501,"1,4,5,8-Tetramethylnaphthalene",C14H16,85.48500391,Ru/C 5wt.%,280,134,N2
MBPR032,20.9605,"1,4,5,8-Tetramethylnaphthalene",C14H16,83.68496117,BEA,287,150,N2
MBPR031,20.9658,"1,4,5,8-Tetramethylnaphthalene",C14H16,69.1987684,Ru/C+BEA 5wt.%,280,157,N2
MBPR028,20.9661,"1,4,5,8-Tetramethylnaphthalene",C14H16,73.08917319,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,20.9697,"1,4,5,8-Tetramethylnaphthalene",C14H16,77.11804316,BEA,282,130,N2
MBPR023,20.9739,No Match,,,BEA,285,138,N2
MBPR040_02,20.9973,"Hexane, 3,3-dimethyl-",C8H18,88.40178924,Ru/C 5wt.%,280,134,N2
MBPR030,21.0093,Undecane,C11H24,69.07814588,Ru/C 5wt.%,263,119,N2
MBPR033,21.0098,"Decane, 3,8-dimethyl-",C12H26,89.62724699,Ru/C 5wt.%,280,134,N2
MBPR038_02,21.1375,"1,4,5,8-Tetramethylnaphthalene",C14H16,88.73813284,Ru/C 5wt.%,280,134,N2
MBPR039_02,21.1392,"Naphthalene, 1,2,3,4-tetramethyl-",C14H16,87.62418531,Ru/C 5wt.%,280,134,N2
MBPR032,21.1505,"1,4,5,8-Tetramethylnaphthalene",C14H16,89.2896267,BEA,287,150,N2
MBPR031,21.1513,"1,4,5,8-Tetramethylnaphthalene",C14H16,76.28009496,Ru/C+BEA 5wt.%,280,157,N2
MBPR028,21.1516,"1,4,5,8-Tetramethylnaphthalene",C14H16,75.74018435,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,21.1557,No Match,,,BEA,275,115,N2
MBPR026,21.159,"1,4,5,8-Tetramethylnaphthalene",C14H16,84.72423445,BEA,282,130,N2
MBPR025,21.1593,"Naphthalene, 1,2,3,4-tetramethyl-",C14H16,79.29300545,Ru/C+BEA 5wt.%,278,145,N2
MBPR023,21.1613,No Match,,,BEA,285,138,N2
MBPR032,21.2008,"3,4-Dimethoxy-6-methylpyrocatechol",C9H12O4,64.7701997,BEA,287,150,N2
MBPR039_02,21.318,"ethanone, 1-(5,8-dimethyl-1-naphthalenyl)-",C14H14O,52.76553304,Ru/C 5wt.%,280,134,N2
MBPR038_02,21.319,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,21.3311,"Dibenzofuran, 2-methoxy-",C13H10O2,64.93206892,BEA,287,150,N2
MBPR038_02,21.3752,"1,4,5,8-Tetramethylnaphthalene",C14H16,75.11034696,Ru/C 5wt.%,280,134,N2
MBPR039_02,21.3766,"1,4,5,8-Tetramethylnaphthalene",C14H16,81.17060441,Ru/C 5wt.%,280,134,N2
MBPR032,21.3874,"1,4,5,8-Tetramethylnaphthalene",C14H16,76.41687422,BEA,287,150,N2
MBPR028,21.3896,"1,4,5,8-Tetramethylnaphthalene",C14H16,69.05278567,Ru/C+BEA 5wt.%,272,130,N2
MBPR031,21.3926,"3,4-Dimethoxy-6-methylpyrocatechol",C9H12O4,66.95587974,Ru/C+BEA 5wt.%,280,157,N2
MBPR026,21.399,"1,4,5,8-Tetramethylnaphthalene",C14H16,63.54929148,BEA,282,130,N2
MBPR025,21.3996,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR038_02,21.4184,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,21.432,No Match,,,BEA,287,150,N2
MBPR038_02,21.4907,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,57.85567665,Ru/C 5wt.%,280,134,N2
MBPR039_02,21.4927,"1,4,5,8-Tetramethylnaphthalene",C14H16,53.45633191,Ru/C 5wt.%,280,134,N2
MBPR032,21.5038,No Match,,,BEA,287,150,N2
MBPR028,21.5078,"Naphthalene, 1,2,3,4-tetramethyl-",C14H16,65.54951219,Ru/C+BEA 5wt.%,272,130,N2
MBPR031,21.5115,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR026,21.5124,No Match,,,BEA,282,130,N2
MBPR038_02,21.6805,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,21.6813,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,21.6916,No Match,,,BEA,287,150,N2
MBPR028,21.6951,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,57.16372784,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,21.7013,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,69.08068274,BEA,282,130,N2
MBPR038_02,21.7426,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR026,21.7693,No Match,,,BEA,282,130,N2
MBPR032,21.8104,"Phenol, 4-(1-phenylethyl)-",C14H14O,68.11781104,BEA,287,150,N2
MBPR038_02,21.9565,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR038_02,21.9654,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,71.27922349,Ru/C 5wt.%,280,134,N2
MBPR039_02,21.9701,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,67.7633646,Ru/C 5wt.%,280,134,N2
MBPR032,21.977,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,67.2628254,BEA,287,150,N2
MBPR023,21.9799,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,64.62657244,BEA,285,138,N2
MBPR028,21.9839,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,65.34966395,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,21.9843,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,66.95985579,BEA,287,150,N2
MBPR026,21.986,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,69.54249723,BEA,282,130,N2
MBPR029,21.9924,"Phenol, 4-(1-phenylethyl)-",C14H14O,74.78640699,BEA,275,115,N2
MBPR025,22.0031,"Dibenzofuran, 2-methoxy-",C13H10O2,72.73505265,Ru/C+BEA 5wt.%,278,145,N2
MBPR040_02,22.0618,"Undecane, 5,7-dimethyl-",C13H28,85.99872562,Ru/C 5wt.%,280,134,N2
MBPR033,22.0716,"Undecane, 3,8-dimethyl-",C13H28,87.72628291,Ru/C 5wt.%,280,134,N2
MBPR038_02,22.0964,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,80.65040557,Ru/C 5wt.%,280,134,N2
MBPR039_02,22.0969,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,71.8513419,Ru/C 5wt.%,280,134,N2
MBPR040_02,22.1087,"Cyclobutanecarboxylic acid, 2-methoxyethyl ester",C8H14O3,68.62714488,Ru/C 5wt.%,280,134,N2
MBPR028,22.1095,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,58.31301148,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,22.1095,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,69.11465727,BEA,287,150,N2
MBPR026,22.1178,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,65.26513103,BEA,282,130,N2
MBPR039_02,22.2052,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,60.16667198,Ru/C 5wt.%,280,134,N2
MBPR038_02,22.2072,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,71.84617578,Ru/C 5wt.%,280,134,N2
MBPR032,22.2217,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,59.32029271,BEA,287,150,N2
MBPR026,22.2279,"Phenol, 4-(1-phenylethyl)-",C14H14O,55.97097618,BEA,282,130,N2
MBPR032,22.3401,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,52.81521378,BEA,287,150,N2
MBPR038_02,22.4514,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,22.5422,"2',4'-Dihydroxy-3',5'-dimethoxyacetophenone",C10H12O5,71.06002676,Ru/C 5wt.%,280,134,N2
MBPR032,22.5542,No Match,,,BEA,287,150,N2
MBPR038_02,22.6314,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,81.14749347,Ru/C 5wt.%,280,134,N2
MBPR039_02,22.6316,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,82.20856177,Ru/C 5wt.%,280,134,N2
MBPR028,22.6432,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,65.02573008,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,22.6435,"Naphthalene, 1,6-dimethyl-4-(1-methylethyl)-",C15H18,83.04400781,BEA,287,150,N2
MBPR026,22.6514,"6-Isopropyl-1,4-dimethylnaphthalene",C15H18,82.70500562,BEA,282,130,N2
