,boro_name,borough,DP02_0001E,DP02_0001M,DP02_0001PE,DP02_0001PM,DP02_0001V,DP02_0013E,DP02_0013M,DP02_0013PE,DP02_0013PM,DP02_0013V,DP02_0052E,DP02_0052M,DP02_0052PE,DP02_0052PM,DP02_0052V,DP02_0053E,DP02_0053M,DP02_0053PE,DP02_0053PM,DP02_0053V,DP02_0054E,DP02_0054M,DP02_0054PE,DP02_0054PM,DP02_0054V,DP02_0055E,DP02_0055M,DP02_0055PE,DP02_0055PM,DP02_0055V,DP02_0056E,DP02_0056M,DP02_0056PE,DP02_0056PM,DP02_0056V,DP02_0057E,DP02_0057M,DP02_0057PE,DP02_0057PM,DP02_0057V,DP02_0058E,DP02_0058M,DP02_0058PE,DP02_0058PM,DP02_0058V,DP02_0059E,DP02_0059M,DP02_0059PE,DP02_0059PM,DP02_0059V,DP02_0060E,DP02_0060M,DP02_0060PE,DP02_0060PM,DP02_0060V,DP02_0061E,DP02_0061M,DP02_0061PE,DP02_0061PM,DP02_0061V,DP02_0067E,DP02_0067M,DP02_0067PE,DP02_0067PM,DP02_0067V,DP02_0068E,DP02_0068M,DP02_0068PE,DP02_0068PM,DP02_0068V,DP02_0069E,DP02_0069M,DP02_0069PE,DP02_0069PM,DP02_0069V,DP02_0070E,DP02_0070M,DP02_0070PE,DP02_0070PM,DP02_0070V,DP02_0071E,DP02_0071M,DP02_0071PE,DP02_0071PM,DP02_0071V,DP02_0072E,DP02_0072M,DP02_0072PE,DP02_0072PM,DP02_0072V,DP02_0073E,DP02_0073M,DP02_0073PE,DP02_0073PM,DP02_0073V,DP02_0074E,DP02_0074M,DP02_0074PE,DP02_0074PM,DP02_0074V,DP02_0075E,DP02_0075M,DP02_0075PE,DP02_0075PM,DP02_0075V,DP02_0076E,DP02_0076M,DP02_0076PE,DP02_0076PM,DP02_0076V,DP02_0077E,DP02_0077M,DP02_0077PE,DP02_0077PM,DP02_0077V,DP02_0078E,DP02_0078M,DP02_0078PE,DP02_0078PM,DP02_0078V,DP02_0079E,DP02_0079M,DP02_0079PE,DP02_0079PM,DP02_0079V,DP02_0080E,DP02_0080M,DP02_0080PE,DP02_0080PM,DP02_0080V,DP02_0085E,DP02_0085M,DP02_0085PE,DP02_0085PM,DP02_0085V,DP02_0086E,DP02_0086M,DP02_0086PE,DP02_0086PM,DP02_0086V,DP02_0087E,DP02_0087M,DP02_0087PE,DP02_0087PM,DP02_0087V,DP02_0088E,DP02_0088M,DP02_0088PE,DP02_0088PM,DP02_0088V,DP02_0091E,DP02_0091M,DP02_0091PE,DP02_0091PM,DP02_0091V,DP02_0092E,DP02_0092M,DP02_0092PE,DP02_0092PM,DP02_0092V,DP02_0094E,DP02_0094M,DP02_0094PE,DP02_0094PM,DP02_0094V,DP02_0095E,DP02_0095M,DP02_0095PE,DP02_0095PM,DP02_0095V,DP02_0104E,DP02_0104M,DP02_0104PE,DP02_0104PM,DP02_0104V,DP02_0105E,DP02_0105M,DP02_0105PE,DP02_0105PM,DP02_0105V,DP02_0106E,DP02_0106M,DP02_0106PE,DP02_0106PM,DP02_0106V,DP02_0107E,DP02_0107M,DP02_0107PE,DP02_0107PM,DP02_0107V,DP02_0108E,DP02_0108M,DP02_0108PE,DP02_0108PM,DP02_0108V,DP02_0109E,DP02_0109M,DP02_0109PE,DP02_0109PM,DP02_0109V,DP02_0110E,DP02_0110M,DP02_0110PE,DP02_0110PM,DP02_0110V,DP02_0111E,DP02_0111M,DP02_0111PE,DP02_0111PM,DP02_0111V,DP02_0113E,DP02_0113M,DP02_0113PE,DP02_0113PM,DP02_0113V,DP02_0114E,DP02_0114M,DP02_0114PE,DP02_0114PM,DP02_0114V,DP03_0001E,DP03_0001M,DP03_0001PE,DP03_0001PM,DP03_0001V,DP03_0002E,DP03_0002M,DP03_0002PE,DP03_0002PM,DP03_0002V,DP03_0004E,DP03_0004M,DP03_0004PE,DP03_0004PM,DP03_0004V,DP03_0005E,DP03_0005M,DP03_0005PE,DP03_0005PM,DP03_0005V,DP03_0006E,DP03_0006M,DP03_0006PE,DP03_0006PM,DP03_0006V,DP03_0007E,DP03_0007M,DP03_0007PE,DP03_0007PM,DP03_0007V,DP03_0009E,DP03_0009M,DP03_0009PE,DP03_0009PM,DP03_0009V,DP03_0018E,DP03_0018M,DP03_0018PE,DP03_0018PM,DP03_0018V,DP03_0019E,DP03_0019M,DP03_0019PE,DP03_0019PM,DP03_0019V,DP03_0020E,DP03_0020M,DP03_0020PE,DP03_0020PM,DP03_0020V,DP03_0021E,DP03_0021M,DP03_0021PE,DP03_0021PM,DP03_0021V,DP03_0022E,DP03_0022M,DP03_0022PE,DP03_0022PM,DP03_0022V,DP03_0024E,DP03_0024M,DP03_0024PE,DP03_0024PM,DP03_0024V,DP03_0032E,DP03_0032M,DP03_0032PE,DP03_0032PM,DP03_0032V,DP03_0033E,DP03_0033M,DP03_0033PE,DP03_0033PM,DP03_0033V,DP03_0034E,DP03_0034M,DP03_0034PE,DP03_0034PM,DP03_0034V,DP03_0035E,DP03_0035M,DP03_0035PE,DP03_0035PM,DP03_0035V,DP03_0036E,DP03_0036M,DP03_0036PE,DP03_0036PM,DP03_0036V,DP03_0037E,DP03_0037M,DP03_0037PE,DP03_0037PM,DP03_0037V,DP03_0038E,DP03_0038M,DP03_0038PE,DP03_0038PM,DP03_0038V,DP03_0039E,DP03_0039M,DP03_0039PE,DP03_0039PM,DP03_0039V,DP03_0040E,DP03_0040M,DP03_0040PE,DP03_0040PM,DP03_0040V,DP03_0041E,DP03_0041M,DP03_0041PE,DP03_0041PM,DP03_0041V,DP03_0042E,DP03_0042M,DP03_0042PE,DP03_0042PM,DP03_0042V,DP03_0043E,DP03_0043M,DP03_0043PE,DP03_0043PM,DP03_0043V,DP03_0044E,DP03_0044M,DP03_0044PE,DP03_0044PM,DP03_0044V,DP03_0045E,DP03_0045M,DP03_0045PE,DP03_0045PM,DP03_0045V,DP03_0052E,DP03_0052M,DP03_0052PE,DP03_0052PM,DP03_0052V,DP03_0053E,DP03_0053M,DP03_0053PE,DP03_0053PM,DP03_0053V,DP03_0054E,DP03_0054M,DP03_0054PE,DP03_0054PM,DP03_0054V,DP03_0055E,DP03_0055M,DP03_0055PE,DP03_0055PM,DP03_0055V,DP03_0056E,DP03_0056M,DP03_0056PE,DP03_0056PM,DP03_0056V,DP03_0057E,DP03_0057M,DP03_0057PE,DP03_0057PM,DP03_0057V,DP03_0058E,DP03_0058M,DP03_0058PE,DP03_0058PM,DP03_0058V,DP03_0059E,DP03_0059M,DP03_0059PE,DP03_0059PM,DP03_0059V,DP03_0060E,DP03_0060M,DP03_0060PE,DP03_0060PM,DP03_0060V,DP03_0061E,DP03_0061M,DP03_0061PE,DP03_0061PM,DP03_0061V,DP03_0064E,DP03_0064M,DP03_0064PE,DP03_0064PM,DP03_0064V,DP03_0066E,DP03_0066M,DP03_0066PE,DP03_0066PM,DP03_0066V,DP03_0068E,DP03_0068M,DP03_0068PE,DP03_0068PM,DP03_0068V,DP03_0070E,DP03_0070M,DP03_0070PE,DP03_0070PM,DP03_0070V,DP03_0072E,DP03_0072M,DP03_0072PE,DP03_0072PM,DP03_0072V,DP03_0074E,DP03_0074M,DP03_0074PE,DP03_0074PM,DP03_0074V,DP03_0096E,DP03_0096M,DP03_0096PE,DP03_0096PM,DP03_0096V,DP03_0097E,DP03_0097M,DP03_0097PE,DP03_0097PM,DP03_0097V,DP03_0098E,DP03_0098M,DP03_0098PE,DP03_0098PM,DP03_0098V,DP03_0099E,DP03_0099M,DP03_0099PE,DP03_0099PM,DP03_0099V,DP05_0002E,DP05_0002M,DP05_0002PE,DP05_0002PM,DP05_0002V,DP05_0003E,DP05_0003M,DP05_0003PE,DP05_0003PM,DP05_0003V,DP05_0004E,DP05_0004M,DP05_0004PE,DP05_0004PM,DP05_0004V,DP05_0005E,DP05_0005M,DP05_0005PE,DP05_0005PM,DP05_0005V,DP05_0006E,DP05_0006M,DP05_0006PE,DP05_0006PM,DP05_0006V,DP05_0007E,DP05_0007M,DP05_0007PE,DP05_0007PM,DP05_0007V,DP05_0008E,DP05_0008M,DP05_0008PE,DP05_0008PM,DP05_0008V,DP05_0009E,DP05_0009M,DP05_0009PE,DP05_0009PM,DP05_0009V,DP05_0010E,DP05_0010M,DP05_0010PE,DP05_0010PM,DP05_0010V,DP05_0011E,DP05_0011M,DP05_0011PE,DP05_0011PM,DP05_0011V,DP05_0012E,DP05_0012M,DP05_0012PE,DP05_0012PM,DP05_0012V,DP05_0013E,DP05_0013M,DP05_0013PE,DP05_0013PM,DP05_0013V,DP05_0014E,DP05_0014M,DP05_0014PE,DP05_0014PM,DP05_0014V,DP05_0015E,DP05_0015M,DP05_0015PE,DP05_0015PM,DP05_0015V,DP05_0016E,DP05_0016M,DP05_0016PE,DP05_0016PM,DP05_0016V,DP05_0018E,DP05_0018M,DP05_0018PE,DP05_0018PM,DP05_0018V,DP05_0021E,DP05_0021M,DP05_0021PE,DP05_0021PM,DP05_0021V,DP05_0032E,DP05_0032M,DP05_0032PE,DP05_0032PM,DP05_0032V,DP05_0033E,DP05_0033M,DP05_0033PE,DP05_0033PM,DP05_0033V,DP05_0034E,DP05_0034M,DP05_0034PE,DP05_0034PM,DP05_0034V,DP05_0039E,DP05_0039M,DP05_0039PE,DP05_0039PM,DP05_0039V,DP05_0047E,DP05_0047M,DP05_0047PE,DP05_0047PM,DP05_0047V,DP05_0052E,DP05_0052M,DP05_0052PE,DP05_0052PM,DP05_0052V,DP05_0053E,DP05_0053M,DP05_0053PE,DP05_0053PM,DP05_0053V,DP05_0066E,DP05_0066M,DP05_0066PE,DP05_0066PM,DP05_0066V,DP05_0071E,DP05_0071M,DP05_0071PE,DP05_0071PM,DP05_0071V,DP05_0072E,DP05_0072M,DP05_0072PE,DP05_0072PM,DP05_0072V,DP05_0073E,DP05_0073M,DP05_0073PE,DP05_0073PM,DP05_0073V,DP05_0074E,DP05_0074M,DP05_0074PE,DP05_0074PM,DP05_0074V,DP05_0075E,DP05_0075M,DP05_0075PE,DP05_0075PM,DP05_0075V,DP05_0076E,DP05_0076M,DP05_0076PE,DP05_0076PM,DP05_0076V,DP05_0077E,DP05_0077M,DP05_0077PE,DP05_0077PM,DP05_0077V,DP05_0078E,DP05_0078M,DP05_0078PE,DP05_0078PM,DP05_0078V
0,Staten Island,Staten Island,166014,876,100,,0.32,59575,1238,35.9,0.7,1.26,121105,1396,25.59,,0.7,7214,640,6.0,0.5,5.39,5691,524,4.7,0.4,5.6,47179,713,39.0,0.7,0.92,25489,672,21.0,0.5,1.6,35532,1146,29.3,0.7,1.96,324340,59,68.52,,0.01,14801,845,4.6,0.3,3.47,21262,1043,6.6,0.3,2.98,101997,2100,31.4,0.6,1.25,,,31.4,0.7,1.36,367281,71,77.6,,0.01,17586,636,4.8,0.2,2.2,469465,382,99.18,,0.05,46943,1444,10.0,0.3,1.87,105701,45,22.33,,0.03,3004,417,2.8,0.4,8.44,297212,262,62.79,,0.05,23989,1101,8.1,0.4,2.79,66552,298,14.06,,0.27,19950,873,30.0,1.3,2.66,468549,532,98.99,,0.07,442485,1904,94.4,0.4,0.26,24471,1757,5.2,0.4,4.36,1593,390,0.3,0.1,14.88,473324,,100,,,369797,2187,78.1,0.5,0.36,359979,2264,76.1,0.5,0.38,9818,849,2.1,0.2,5.26,103527,2187,21.9,0.5,1.28,68590,1867,66.3,1.3,1.65,34937,1543,33.7,1.3,2.68,36557,1546,35.3,1.3,2.57,31139,1086,30.1,1.0,2.12,9704,1077,9.4,1.0,6.75,89,63,0.1,0.1,43.03,25623,1443,24.8,1.3,3.42,415,144,0.4,0.1,21.09,445904,68,94.21,,0.01,307627,2902,69.0,0.6,0.57,47582,1494,10.7,0.3,1.91,47711,1754,10.7,0.4,2.23,380311,459,80.35,,0.07,223845,2063,58.9,0.5,0.56,209754,2045,55.2,0.5,0.59,13876,728,3.6,0.2,3.19,215,72,0.1,0.1,20.36,156466,2079,41.1,0.5,0.81,,,6.2,0.32,3.19,206773,2054,43.69,,0.6,116661,2082,56.4,0.8,1.08,15832,999,7.7,0.5,3.84,62339,1759,30.1,0.8,1.72,4978,528,2.4,0.2,6.45,5145,546,2.5,0.3,6.45,209754,2045,44.32,,0.59,122,83,0.1,0.1,41.36,15766,1040,7.5,0.5,4.01,5831,550,2.8,0.3,5.73,3594,404,1.7,0.2,6.83,21503,1073,10.3,0.5,3.03,14066,895,6.7,0.4,3.87,5323,449,2.5,0.2,5.13,20347,1167,9.7,0.5,3.49,23281,1059,11.1,0.5,2.77,60751,1444,29.0,0.6,1.44,15032,983,7.2,0.4,3.98,9787,775,4.7,0.4,4.81,14351,790,6.8,0.4,3.35,13279,716,8.0,0.4,3.28,6215,540,3.7,0.3,5.28,12687,761,7.6,0.5,3.65,11208,769,6.8,0.5,4.17,15455,737,9.3,0.4,2.9,25169,942,15.2,0.6,2.28,21431,897,12.9,0.5,2.54,31929,940,19.2,0.6,1.79,15675,881,9.4,0.5,3.42,12966,666,7.8,0.4,3.12,127210,1314,76.6,0.7,0.63,52821,843,31.8,0.5,0.97,33197,1102,20.0,0.7,2.02,8716,554,5.3,0.3,3.86,5726,498,3.4,0.3,5.29,20824,686,12.5,0.4,2.0,438378,1719,93.4,0.4,0.24,331973,3322,70.7,0.7,0.61,151322,2826,32.2,0.6,1.14,31087,1677,6.6,0.4,3.28,229095,82,48.4,0.1,0.02,244229,82,51.6,0.1,0.02,27420,68,5.8,0.1,0.15,29083,831,6.1,0.2,1.74,30516,832,6.4,0.2,1.66,29923,30,6.3,0.1,0.06,32042,57,6.8,0.1,0.11,61464,57,13.0,0.1,0.06,61738,78,13.0,0.1,0.08,69473,65,14.7,0.1,0.06,32894,926,6.9,0.2,1.71,29964,940,6.3,0.2,1.91,40063,19,8.5,0.1,0.03,19791,506,4.2,0.1,1.55,8953,496,1.9,0.1,3.37,367496,17.0,77.6,0.1,0.0,68807,91,14.5,0.1,0.08,355407,1848,75.1,0.4,0.32,48941,1475,10.3,0.3,1.83,1134,418,0.2,0.1,22.41,38052,572,8.0,0.1,0.91,251,51,0.1,0.1,12.35,18584,1899,3.9,0.4,6.21,10955,1209,2.3,0.3,6.71,85119,,18.0,,,388205,,82.0,,,296338,503,62.6,0.1,0.1,44570,1024,9.4,0.2,1.4,563,200,0.1,0.1,21.6,37579,558,7.9,0.1,0.9,197,37,0.0,0.1,11.42,1555,575,0.3,0.1,22.48,7403,1084,1.6,0.2,8.9
1,The Bronx,The Bronx,490740,1515,100,,0.19,187876,2096,38.3,0.4,0.68,406631,2681,28.3,,0.4,23166,1069,5.7,0.3,2.81,21567,949,5.3,0.2,2.67,162762,1311,40.0,0.4,0.49,88255,1496,21.7,0.4,1.03,110881,2500,27.3,0.5,1.37,905151,234,63.0,,0.02,132714,2445,14.7,0.3,1.12,128308,2937,14.2,0.3,1.39,248174,3378,27.4,0.4,0.83,,,19.1,0.3,0.95,1069089,191,74.41,,0.01,28554,1235,2.7,0.1,2.63,1414859,814,98.47,,0.03,195430,3341,13.8,0.2,1.04,366744,167,25.53,,0.03,19874,1124,5.4,0.3,3.44,895444,559,62.32,,0.04,109821,2771,12.3,0.3,1.53,152671,591,10.63,,0.24,65735,1499,43.1,1.0,1.39,1416834,864,98.61,,0.04,1271037,4695,89.7,0.3,0.22,131643,4457,9.3,0.3,2.06,14154,1227,1.0,0.1,5.27,1436785,,100,,,935177,6063,65.1,0.4,0.39,829288,5645,57.7,0.4,0.41,105889,2930,7.4,0.2,1.68,501608,6063,34.9,0.4,0.73,237688,4423,47.4,0.7,1.13,263920,4661,52.6,0.7,1.07,26683,1492,5.3,0.3,3.4,38493,1272,7.7,0.3,2.01,54633,2631,10.9,0.5,2.93,330,149,0.1,0.1,27.45,380528,5517,75.9,0.5,0.88,941,240,0.2,0.1,15.5,1329331,53,92.52,,0.0,547109,5188,41.2,0.4,0.58,345280,4469,26.0,0.3,0.79,632745,3637,47.6,0.3,0.35,1109748,921,77.24,,0.05,659777,3925,59.5,0.3,0.36,575974,4386,51.9,0.4,0.46,83538,2214,7.5,0.2,1.61,265,162,0.0,0.1,37.16,449971,3842,40.5,0.3,0.52,,,12.66,0.33,1.61,560324,4377,39.0,,0.47,127241,2800,22.7,0.4,1.34,26020,1278,4.6,0.2,2.99,337095,3800,60.2,0.6,0.69,42655,1775,7.6,0.3,2.53,17813,988,3.2,0.2,3.37,575974,4386,40.09,,0.46,490,186,0.1,0.1,23.08,29072,1276,5.0,0.2,2.67,20701,1234,3.6,0.2,3.62,9802,764,1.7,0.1,4.74,67078,2164,11.6,0.4,1.96,40788,1713,7.1,0.3,2.55,10686,866,1.9,0.2,4.93,38608,1519,6.7,0.3,2.39,49501,1737,8.6,0.3,2.13,184503,2963,32.0,0.4,0.98,70525,2272,12.2,0.4,1.96,33385,1470,5.8,0.3,2.68,20835,1050,3.6,0.2,3.06,76719,1775,15.6,0.4,1.41,45398,1629,9.3,0.3,2.18,66942,1625,13.6,0.3,1.48,54687,1446,11.1,0.3,1.61,65338,2004,13.3,0.4,1.86,74323,1752,15.1,0.4,1.43,44111,1429,9.0,0.3,1.97,40947,1508,8.3,0.3,2.24,12865,638,2.6,0.1,3.01,9410,591,1.9,0.1,3.82,359788,2213,73.3,0.4,0.37,121206,1694,24.7,0.3,0.85,55076,1421,11.2,0.3,1.57,62803,1674,12.8,0.3,1.62,35446,1167,7.2,0.2,2.0,179811,2209,36.6,0.5,0.75,1240816,4261,87.7,0.3,0.21,615421,5499,43.5,0.4,0.54,754030,6091,53.3,0.4,0.49,174043,4230,12.3,0.3,1.48,676440,215,47.1,0.1,0.02,760345,215,52.9,0.1,0.02,107454,53,7.5,0.1,0.03,100908,1514,7.0,0.1,0.91,98242,1511,6.8,0.1,0.93,103133,173,7.2,0.1,0.1,121897,195,8.5,0.1,0.1,221024,262,15.4,0.1,0.07,183782,179,12.8,0.1,0.06,189692,251,13.2,0.1,0.08,80591,1353,5.6,0.1,1.02,68139,1370,4.7,0.1,1.22,91112,82,6.3,0.1,0.05,49598,781,3.5,0.1,0.96,21213,769,1.5,0.1,2.2,1069354,88.0,74.4,0.1,0.01,161923,83,11.3,0.1,0.03,295351,4264,20.6,0.3,0.88,476525,3063,33.2,0.2,0.39,8375,907,0.6,0.1,6.58,52462,1010,3.7,0.1,1.17,706,222,0.0,0.1,19.12,551787,6402,38.4,0.4,0.71,51579,2828,3.6,0.2,3.33,796193,,55.4,,,640592,,44.6,,,137901,441,9.6,0.1,0.19,423684,1574,29.5,0.1,0.23,3083,429,0.2,0.1,8.46,51371,882,3.6,0.1,1.04,508,180,0.0,0.1,21.54,9653,1342,0.7,0.1,8.45,14392,1267,1.0,0.1,5.35
2,Manhattan,Manhattan,753385,3789,100,,0.31,138108,2623,18.3,0.3,1.15,335196,3457,20.5,,0.63,25340,1221,7.6,0.3,2.93,13417,991,4.0,0.3,4.49,98110,1329,29.3,0.5,0.82,48667,1267,14.5,0.4,1.58,149662,3037,44.6,0.5,1.23,1237623,156,75.7,,0.01,85508,2403,6.9,0.2,1.71,75337,2788,6.1,0.2,2.25,155318,3473,12.5,0.3,1.36,,,60.4,0.4,0.4,1395190,196,85.33,,0.01,32243,1478,2.3,0.1,2.79,1624084,778,99.33,,0.03,160552,3308,9.9,0.2,1.25,239163,83,14.63,,0.02,7343,896,3.1,0.4,7.42,1155477,547,70.67,,0.03,76641,2800,6.6,0.2,2.22,229444,532,14.03,,0.14,76568,1999,33.4,0.9,1.59,1616648,1276,98.88,,0.05,1365281,5212,84.5,0.3,0.23,220169,5091,13.6,0.3,1.41,31198,2131,1.9,0.1,4.15,1634989,,100,,,1162585,6549,71.1,0.4,0.34,1104824,6229,67.6,0.4,0.34,57761,2114,3.5,0.1,2.22,472404,6549,28.9,0.4,0.84,227421,4804,48.1,0.9,1.28,244983,5664,51.9,0.9,1.41,88987,3804,18.8,0.7,2.6,142088,2840,30.1,0.6,1.22,21594,1703,4.6,0.3,4.79,6855,856,1.5,0.2,7.59,200839,3893,42.5,0.7,1.18,12041,1017,2.5,0.2,5.13,1552965,91,94.98,,0.0,931548,7157,60.0,0.5,0.47,241772,4615,15.6,0.3,1.16,344979,3859,22.2,0.2,0.68,1418972,758,86.79,,0.03,959120,4221,67.6,0.3,0.27,892817,4732,62.9,0.3,0.32,65859,2518,4.6,0.2,2.32,444,188,0.0,0.1,25.74,459852,4315,32.4,0.3,0.57,,,6.87,0.26,2.32,875398,4909,53.54,,0.34,52845,2212,6.0,0.3,2.54,15814,1260,1.8,0.1,4.84,518573,4990,59.2,0.5,0.58,180220,4281,20.6,0.5,1.44,60041,2438,6.9,0.3,2.47,892817,4732,54.61,,0.32,497,198,0.1,0.1,24.22,15990,1255,1.8,0.1,4.77,26191,1502,2.9,0.2,3.49,19370,1394,2.2,0.2,4.37,70246,2492,7.9,0.3,2.16,21989,1410,2.5,0.2,3.9,56794,2140,6.4,0.2,2.29,147875,3230,16.6,0.4,1.33,177533,3892,19.9,0.4,1.33,200914,4425,22.5,0.5,1.34,96133,3094,10.8,0.3,1.96,36660,1806,4.1,0.2,2.99,22625,1456,2.5,0.2,3.91,70834,2349,9.4,0.3,2.02,39354,1889,5.2,0.2,2.92,60098,2003,8.0,0.3,2.03,49157,1853,6.5,0.2,2.29,60822,2054,8.1,0.3,2.05,94632,2606,12.6,0.3,1.67,73110,2359,9.7,0.3,1.96,102917,2778,13.7,0.4,1.64,60184,2036,8.0,0.3,2.06,142277,2896,18.9,0.4,1.24,597639,4397,79.3,0.4,0.45,173522,2221,23.0,0.3,0.78,78704,2110,10.4,0.3,1.63,47446,1628,6.3,0.2,2.09,20286,1169,2.7,0.2,3.5,103454,2684,13.7,0.3,1.58,1501342,4003,92.4,0.3,0.16,1103893,7359,68.0,0.5,0.41,528587,5411,32.5,0.3,0.62,122742,4109,7.6,0.3,2.04,773232,93,47.3,0.1,0.01,861757,93,52.7,0.1,0.01,82024,91,5.0,0.1,0.07,62937,1655,3.8,0.1,1.6,59514,1654,3.6,0.1,1.69,72486,720,4.4,0.1,0.6,120405,706,7.4,0.1,0.36,370713,225,22.7,0.1,0.04,239951,280,14.7,0.1,0.07,206583,196,12.6,0.1,0.06,93290,2182,5.7,0.1,1.42,91914,2178,5.6,0.1,1.44,130005,95,8.0,0.1,0.04,69490,1451,4.3,0.1,1.27,35677,1456,2.2,0.1,2.48,1395634,48.0,85.4,0.1,0.0,235172,35,14.4,0.1,0.01,928883,5432,56.8,0.3,0.36,244787,3197,15.0,0.2,0.79,6173,1662,0.4,0.1,16.37,192573,1429,11.8,0.1,0.45,946,202,0.1,0.1,12.98,192292,6079,11.8,0.4,1.92,69335,3324,4.2,0.2,2.91,423526,,25.9,,,1211463,,74.1,,,769598,808,47.1,0.1,0.06,206008,1430,12.6,0.1,0.42,2089,384,0.1,0.1,11.17,190648,1351,11.7,0.1,0.43,704,124,0.0,0.1,10.71,6739,1008,0.4,0.1,9.09,35677,1851,2.2,0.1,3.15
3,Brooklyn,Brooklyn,938803,2477,100,,0.16,305690,2790,32.6,0.3,0.55,666851,3432,25.58,,0.31,48712,1437,7.3,0.2,1.79,40484,1174,6.1,0.2,1.76,254593,1363,38.2,0.3,0.33,131146,1735,19.7,0.3,0.8,191916,2873,28.8,0.3,0.91,1753695,103,67.27,,0.0,173424,2742,9.9,0.2,0.96,177622,3235,10.1,0.2,1.11,452449,4592,25.8,0.3,0.62,,,34.1,0.2,0.36,1997818,156,76.64,,0.0,41367,1116,2.1,0.1,1.64,2596190,1202,99.59,,0.03,262674,3340,10.1,0.1,0.77,607988,115,23.32,,0.01,15388,763,2.5,0.1,3.01,1675943,961,64.29,,0.03,121817,2461,7.3,0.1,1.23,312259,647,11.98,,0.13,125469,1824,40.2,0.5,0.88,2569396,1084,98.56,,0.03,2327630,4498,90.6,0.2,0.12,217830,4351,8.5,0.2,1.21,23936,1629,0.9,0.1,4.14,2606852,,100,,,1636299,6696,62.8,0.3,0.25,1551540,6499,59.5,0.2,0.25,84759,1830,3.3,0.1,1.31,970553,6696,37.2,0.3,0.42,560272,5303,57.7,0.4,0.58,410281,5370,42.3,0.4,0.8,187898,3375,19.4,0.3,1.09,267486,2633,27.6,0.3,0.6,30746,1738,3.2,0.2,3.44,2483,373,0.3,0.1,9.13,475481,5286,49.0,0.4,0.68,6459,584,0.7,0.1,5.5,2413001,113,92.56,,0.0,1297474,7032,53.8,0.3,0.33,558503,5520,23.1,0.2,0.6,394997,2915,16.4,0.1,0.45,2062418,899,79.12,,0.03,1311082,4139,63.6,0.2,0.19,1192489,4461,57.8,0.2,0.23,117928,2449,5.7,0.1,1.26,665,156,0.0,0.1,14.26,751336,4152,36.4,0.2,0.34,,,8.99,0.18,1.26,1165434,4598,44.71,,0.24,215117,2769,18.5,0.2,0.78,50363,1660,4.3,0.1,2.0,719776,5287,61.8,0.4,0.45,101038,2509,8.7,0.2,1.51,48195,1450,4.1,0.1,1.83,1192489,4461,45.74,,0.23,1401,260,0.1,0.1,11.28,60700,1721,5.1,0.1,1.72,44978,1317,3.8,0.1,1.78,27631,969,2.3,0.1,2.13,116153,2440,9.7,0.2,1.28,73408,1919,6.2,0.2,1.59,50138,1496,4.2,0.1,1.81,88517,1633,7.4,0.1,1.12,155453,2272,13.0,0.2,0.89,342526,3899,28.7,0.3,0.69,123107,2139,10.3,0.2,1.06,63501,1839,5.3,0.2,1.76,44976,1388,3.8,0.1,1.88,103164,1723,11.0,0.2,1.02,61462,1577,6.5,0.2,1.56,102273,2178,10.9,0.2,1.29,87051,1950,9.3,0.2,1.36,110186,1953,11.7,0.2,1.08,146420,2046,15.6,0.2,0.85,102042,1832,10.9,0.2,1.09,117284,2023,12.5,0.2,1.05,51032,1385,5.4,0.1,1.65,57889,1339,6.2,0.1,1.41,736193,3041,78.4,0.2,0.25,218189,2042,23.2,0.2,0.57,102202,1717,10.9,0.2,1.02,82854,1605,8.8,0.2,1.18,42734,1393,4.6,0.1,1.98,224967,2504,24.0,0.3,0.68,2317645,5021,89.3,0.2,0.13,1359792,9404,52.4,0.4,0.42,1141732,8496,44.0,0.3,0.45,278545,4977,10.7,0.2,1.09,1234959,139,47.4,0.1,0.01,1371893,139,52.6,0.1,0.01,193851,113,7.4,0.1,0.04,166770,1737,6.4,0.1,0.63,154230,1734,5.9,0.1,0.68,150044,127,5.8,0.1,0.05,188262,100,7.2,0.1,0.03,468927,143,18.0,0.1,0.02,360926,119,13.8,0.1,0.02,320318,61,12.3,0.1,0.01,150027,1703,5.8,0.1,0.69,135922,1698,5.2,0.1,0.76,177237,69,6.8,0.1,0.02,94888,1189,3.6,0.1,0.76,45450,1191,1.7,0.1,1.59,1998483,,76.7,,,317575,38,12.2,0.1,0.01,1128927,4788,43.3,0.2,0.26,871223,3077,33.4,0.1,0.21,8730,883,0.3,0.1,6.15,304037,1330,11.7,0.1,0.27,1001,275,0.0,0.1,16.7,225869,5456,8.7,0.2,1.47,67065,2090,2.6,0.1,1.89,506102,,19.4,,,2100750,,80.6,,,933985,847,35.8,0.1,0.06,806316,1407,30.9,0.1,0.11,4004,474,0.2,0.1,7.2,302044,1298,11.6,0.1,0.26,721,218,0.0,0.1,18.38,10312,1255,0.4,0.1,7.4,43368,1702,1.7,0.1,2.39
