,school_dist,schooldist,DP02_0001E,DP02_0001M,DP02_0001PE,DP02_0001PM,DP02_0001V,DP02_0014E,DP02_0014M,DP02_0014PE,DP02_0014PM,DP02_0014V,DP02_0053E,DP02_0053M,DP02_0053PE,DP02_0053PM,DP02_0053V,DP02_0054E,DP02_0054M,DP02_0054PE,DP02_0054PM,DP02_0054V,DP02_0055E,DP02_0055M,DP02_0055PE,DP02_0055PM,DP02_0055V,DP02_0056E,DP02_0056M,DP02_0056PE,DP02_0056PM,DP02_0056V,DP02_0057E,DP02_0057M,DP02_0057PE,DP02_0057PM,DP02_0057V,DP02_0058E,DP02_0058M,DP02_0058PE,DP02_0058PM,DP02_0058V,DP02_0059E,DP02_0059M,DP02_0059PE,DP02_0059PM,DP02_0059V,DP02_0060E,DP02_0060M,DP02_0060PE,DP02_0060PM,DP02_0060V,DP02_0061E,DP02_0061M,DP02_0061PE,DP02_0061PM,DP02_0061V,DP02_0062E,DP02_0062M,DP02_0062PE,DP02_0062PM,DP02_0062V,DP02_0068E,DP02_0068M,DP02_0068PE,DP02_0068PM,DP02_0068V,DP02_0069E,DP02_0069M,DP02_0069PE,DP02_0069PM,DP02_0069V,DP02_0070E,DP02_0070M,DP02_0070PE,DP02_0070PM,DP02_0070V,DP02_0071E,DP02_0071M,DP02_0071PE,DP02_0071PM,DP02_0071V,DP02_0072E,DP02_0072M,DP02_0072PE,DP02_0072PM,DP02_0072V,DP02_0073E,DP02_0073M,DP02_0073PE,DP02_0073PM,DP02_0073V,DP02_0074E,DP02_0074M,DP02_0074PE,DP02_0074PM,DP02_0074V,DP02_0075E,DP02_0075M,DP02_0075PE,DP02_0075PM,DP02_0075V,DP02_0076E,DP02_0076M,DP02_0076PE,DP02_0076PM,DP02_0076V,DP02_0077E,DP02_0077M,DP02_0077PE,DP02_0077PM,DP02_0077V,DP02_0078E,DP02_0078M,DP02_0078PE,DP02_0078PM,DP02_0078V,DP02_0079E,DP02_0079M,DP02_0079PE,DP02_0079PM,DP02_0079V,DP02_0080E,DP02_0080M,DP02_0080PE,DP02_0080PM,DP02_0080V,DP02_0082E,DP02_0082M,DP02_0082PE,DP02_0082PM,DP02_0082V,DP02_0087E,DP02_0087M,DP02_0087PE,DP02_0087PM,DP02_0087V,DP02_0088E,DP02_0088M,DP02_0088PE,DP02_0088PM,DP02_0088V,DP02_0089E,DP02_0089M,DP02_0089PE,DP02_0089PM,DP02_0089V,DP02_0090E,DP02_0090M,DP02_0090PE,DP02_0090PM,DP02_0090V,DP02_0093E,DP02_0093M,DP02_0093PE,DP02_0093PM,DP02_0093V,DP02_0094E,DP02_0094M,DP02_0094PE,DP02_0094PM,DP02_0094V,DP02_0096E,DP02_0096M,DP02_0096PE,DP02_0096PM,DP02_0096V,DP02_0097E,DP02_0097M,DP02_0097PE,DP02_0097PM,DP02_0097V,DP02_0106E,DP02_0106M,DP02_0106PE,DP02_0106PM,DP02_0106V,DP02_0107E,DP02_0107M,DP02_0107PE,DP02_0107PM,DP02_0107V,DP02_0108E,DP02_0108M,DP02_0108PE,DP02_0108PM,DP02_0108V,DP02_0109E,DP02_0109M,DP02_0109PE,DP02_0109PM,DP02_0109V,DP02_0110E,DP02_0110M,DP02_0110PE,DP02_0110PM,DP02_0110V,DP02_0111E,DP02_0111M,DP02_0111PE,DP02_0111PM,DP02_0111V,DP02_0112E,DP02_0112M,DP02_0112PE,DP02_0112PM,DP02_0112V,DP02_0113E,DP02_0113M,DP02_0113PE,DP02_0113PM,DP02_0113V,DP02_0115E,DP02_0115M,DP02_0115PE,DP02_0115PM,DP02_0115V,DP02_0116E,DP02_0116M,DP02_0116PE,DP02_0116PM,DP02_0116V,DP02_0153E,DP02_0153M,DP02_0153PE,DP02_0153PM,DP02_0153V,DP02_0154E,DP02_0154M,DP02_0154PE,DP02_0154PM,DP02_0154V,DP03_0001E,DP03_0001M,DP03_0001PE,DP03_0001PM,DP03_0001V,DP03_0002E,DP03_0002M,DP03_0002PE,DP03_0002PM,DP03_0002V,DP03_0004E,DP03_0004M,DP03_0004PE,DP03_0004PM,DP03_0004V,DP03_0005E,DP03_0005M,DP03_0005PE,DP03_0005PM,DP03_0005V,DP03_0006E,DP03_0006M,DP03_0006PE,DP03_0006PM,DP03_0006V,DP03_0007E,DP03_0007M,DP03_0007PE,DP03_0007PM,DP03_0007V,DP03_0009E,DP03_0009M,DP03_0009PE,DP03_0009PM,DP03_0009V,DP03_0018E,DP03_0018M,DP03_0018PE,DP03_0018PM,DP03_0018V,DP03_0019E,DP03_0019M,DP03_0019PE,DP03_0019PM,DP03_0019V,DP03_0020E,DP03_0020M,DP03_0020PE,DP03_0020PM,DP03_0020V,DP03_0021E,DP03_0021M,DP03_0021PE,DP03_0021PM,DP03_0021V,DP03_0022E,DP03_0022M,DP03_0022PE,DP03_0022PM,DP03_0022V,DP03_0024E,DP03_0024M,DP03_0024PE,DP03_0024PM,DP03_0024V,DP03_0032E,DP03_0032M,DP03_0032PE,DP03_0032PM,DP03_0032V,DP03_0033E,DP03_0033M,DP03_0033PE,DP03_0033PM,DP03_0033V,DP03_0034E,DP03_0034M,DP03_0034PE,DP03_0034PM,DP03_0034V,DP03_0035E,DP03_0035M,DP03_0035PE,DP03_0035PM,DP03_0035V,DP03_0036E,DP03_0036M,DP03_0036PE,DP03_0036PM,DP03_0036V,DP03_0037E,DP03_0037M,DP03_0037PE,DP03_0037PM,DP03_0037V,DP03_0038E,DP03_0038M,DP03_0038PE,DP03_0038PM,DP03_0038V,DP03_0039E,DP03_0039M,DP03_0039PE,DP03_0039PM,DP03_0039V,DP03_0040E,DP03_0040M,DP03_0040PE,DP03_0040PM,DP03_0040V,DP03_0041E,DP03_0041M,DP03_0041PE,DP03_0041PM,DP03_0041V,DP03_0042E,DP03_0042M,DP03_0042PE,DP03_0042PM,DP03_0042V,DP03_0043E,DP03_0043M,DP03_0043PE,DP03_0043PM,DP03_0043V,DP03_0044E,DP03_0044M,DP03_0044PE,DP03_0044PM,DP03_0044V,DP03_0045E,DP03_0045M,DP03_0045PE,DP03_0045PM,DP03_0045V,DP03_0052E,DP03_0052M,DP03_0052PE,DP03_0052PM,DP03_0052V,DP03_0053E,DP03_0053M,DP03_0053PE,DP03_0053PM,DP03_0053V,DP03_0054E,DP03_0054M,DP03_0054PE,DP03_0054PM,DP03_0054V,DP03_0055E,DP03_0055M,DP03_0055PE,DP03_0055PM,DP03_0055V,DP03_0056E,DP03_0056M,DP03_0056PE,DP03_0056PM,DP03_0056V,DP03_0057E,DP03_0057M,DP03_0057PE,DP03_0057PM,DP03_0057V,DP03_0058E,DP03_0058M,DP03_0058PE,DP03_0058PM,DP03_0058V,DP03_0059E,DP03_0059M,DP03_0059PE,DP03_0059PM,DP03_0059V,DP03_0060E,DP03_0060M,DP03_0060PE,DP03_0060PM,DP03_0060V,DP03_0061E,DP03_0061M,DP03_0061PE,DP03_0061PM,DP03_0061V,DP03_0064E,DP03_0064M,DP03_0064PE,DP03_0064PM,DP03_0064V,DP03_0066E,DP03_0066M,DP03_0066PE,DP03_0066PM,DP03_0066V,DP03_0068E,DP03_0068M,DP03_0068PE,DP03_0068PM,DP03_0068V,DP03_0070E,DP03_0070M,DP03_0070PE,DP03_0070PM,DP03_0070V,DP03_0072E,DP03_0072M,DP03_0072PE,DP03_0072PM,DP03_0072V,DP03_0074E,DP03_0074M,DP03_0074PE,DP03_0074PM,DP03_0074V,DP03_0096E,DP03_0096M,DP03_0096PE,DP03_0096PM,DP03_0096V,DP03_0097E,DP03_0097M,DP03_0097PE,DP03_0097PM,DP03_0097V,DP03_0098E,DP03_0098M,DP03_0098PE,DP03_0098PM,DP03_0098V,DP03_0099E,DP03_0099M,DP03_0099PE,DP03_0099PM,DP03_0099V,DP05_0002E,DP05_0002M,DP05_0002PE,DP05_0002PM,DP05_0002V,DP05_0003E,DP05_0003M,DP05_0003PE,DP05_0003PM,DP05_0003V,DP05_0005E,DP05_0005M,DP05_0005PE,DP05_0005PM,DP05_0005V,DP05_0006E,DP05_0006M,DP05_0006PE,DP05_0006PM,DP05_0006V,DP05_0007E,DP05_0007M,DP05_0007PE,DP05_0007PM,DP05_0007V,DP05_0008E,DP05_0008M,DP05_0008PE,DP05_0008PM,DP05_0008V,DP05_0009E,DP05_0009M,DP05_0009PE,DP05_0009PM,DP05_0009V,DP05_0010E,DP05_0010M,DP05_0010PE,DP05_0010PM,DP05_0010V,DP05_0011E,DP05_0011M,DP05_0011PE,DP05_0011PM,DP05_0011V,DP05_0012E,DP05_0012M,DP05_0012PE,DP05_0012PM,DP05_0012V,DP05_0013E,DP05_0013M,DP05_0013PE,DP05_0013PM,DP05_0013V,DP05_0014E,DP05_0014M,DP05_0014PE,DP05_0014PM,DP05_0014V,DP05_0015E,DP05_0015M,DP05_0015PE,DP05_0015PM,DP05_0015V,DP05_0016E,DP05_0016M,DP05_0016PE,DP05_0016PM,DP05_0016V,DP05_0017E,DP05_0017M,DP05_0017PE,DP05_0017PM,DP05_0017V,DP05_0019E,DP05_0019M,DP05_0019PE,DP05_0019PM,DP05_0019V,DP05_0021E,DP05_0021M,DP05_0021PE,DP05_0021PM,DP05_0021V,DP05_0024E,DP05_0024M,DP05_0024PE,DP05_0024PM,DP05_0024V,DP05_0035E,DP05_0035M,DP05_0035PE,DP05_0035PM,DP05_0035V,DP05_0037E,DP05_0037M,DP05_0037PE,DP05_0037PM,DP05_0037V,DP05_0038E,DP05_0038M,DP05_0038PE,DP05_0038PM,DP05_0038V,DP05_0039E,DP05_0039M,DP05_0039PE,DP05_0039PM,DP05_0039V,DP05_0047E,DP05_0047M,DP05_0047PE,DP05_0047PM,DP05_0047V,DP05_0055E,DP05_0055M,DP05_0055PE,DP05_0055PM,DP05_0055V,DP05_0060E,DP05_0060M,DP05_0060PE,DP05_0060PM,DP05_0060V,DP05_0076E,DP05_0076M,DP05_0076PE,DP05_0076PM,DP05_0076V,DP05_0081E,DP05_0081M,DP05_0081PE,DP05_0081PM,DP05_0081V,DP05_0082E,DP05_0082M,DP05_0082PE,DP05_0082PM,DP05_0082V,DP05_0083E,DP05_0083M,DP05_0083PE,DP05_0083PM,DP05_0083V,DP05_0084E,DP05_0084M,DP05_0084PE,DP05_0084PM,DP05_0084V,DP05_0085E,DP05_0085M,DP05_0085PE,DP05_0085PM,DP05_0085V,DP05_0086E,DP05_0086M,DP05_0086PE,DP05_0086PM,DP05_0086V,DP05_0087E,DP05_0087M,DP05_0087PE,DP05_0087PM,DP05_0087V,DP05_0088E,DP05_0088M,DP05_0088PE,DP05_0088PM,DP05_0088V
0,1,1,64543.0,,100,,,7986.0,839.0,12.37,1.3,6.39,23168.0,1666.0,19.33,1.39,4.37,553.0,236.0,2.39,1.02,25.94,705.0,301.0,3.04,1.3,25.95,6360.0,723.0,27.45,3.12,6.91,2900.0,514.0,12.52,2.22,10.77,12651.0,686.0,54.6,2.96,3.3,90567.0,2888.0,75.57,2.41,1.94,8822.0,924.0,9.74,1.02,6.37,7274.0,851.0,8.03,0.94,7.11,13463.0,1069.0,14.87,1.18,4.83,47397.0,1540.0,52.33,1.7,1.98,106802.0,3535.0,89.12,2.95,2.01,1630.0,438.0,1.53,0.41,16.34,119377.0,348.0,99.61,0.29,0.18,17234.0,1433.0,14.44,1.2,5.05,12961.0,1342.0,10.81,1.12,6.29,592.0,264.0,4.57,2.04,27.11,85487.0,2625.0,71.33,2.19,1.87,8469.0,1077.0,9.91,1.26,7.73,20926.0,1186.0,17.46,0.99,3.45,8168.0,665.0,39.03,3.18,4.95,119127.0,2505.0,99.4,2.09,1.28,99118.0,1489.0,83.2,1.25,0.91,18522.0,1441.0,15.55,1.21,4.73,1505.0,465.0,1.26,0.39,18.78,119844.0,,100,,,87512.0,1894.0,73.02,1.58,1.32,80409.0,1965.0,67.09,1.64,1.49,7097.0,947.0,5.92,0.79,8.11,32332.0,1906.0,26.98,1.59,3.58,18800.0,976.0,58.15,3.02,3.16,13532.0,976.0,41.85,3.02,4.38,5437.0,789.0,16.82,2.44,8.82,15986.0,1060.0,49.44,3.28,4.03,692.0,323.0,2.14,1.0,28.37,1058.0,579.0,3.27,1.79,33.27,8380.0,944.0,25.92,2.92,6.85,778.0,314.0,2.41,0.97,24.53,116257.0,3080.0,97.01,2.57,1.61,71434.0,2186.0,61.44,1.88,1.86,20911.0,1546.0,17.99,1.33,4.49,21422.0,1639.0,18.43,1.41,4.65,61065.0,549.0,94.61,0.85,0.55,57304.0,781.0,88.78,1.21,0.83,108145.0,3547.0,90.24,2.96,1.99,65609.0,1665.0,60.67,1.54,1.54,61609.0,1665.0,56.97,1.54,1.64,3950.0,573.0,3.65,0.53,8.82,48.0,195.0,0.04,0.18,246.96,42535.0,1665.0,39.33,1.54,2.38,,,6.02,0.86,8.82,60245.0,2037.0,50.27,1.7,2.06,3106.0,608.0,5.16,1.01,11.9,510.0,217.0,0.85,0.36,25.87,27717.0,1560.0,46.01,2.59,3.42,12321.0,1193.0,20.45,1.98,5.89,11987.0,1392.0,19.9,2.31,7.06,61603.0,1989.0,51.4,1.66,1.96,30.0,197.0,0.05,0.32,399.19,1200.0,363.0,1.95,0.59,18.39,1205.0,376.0,1.96,0.61,18.97,1104.0,382.0,1.79,0.62,21.03,4357.0,690.0,7.07,1.12,9.63,2222.0,505.0,3.61,0.82,13.82,4899.0,1023.0,7.95,1.66,12.69,7575.0,924.0,12.3,1.5,7.42,15785.0,1312.0,25.62,2.13,5.05,13470.0,1214.0,21.87,1.97,5.48,6152.0,758.0,9.99,1.23,7.49,1934.0,413.0,3.14,0.67,12.98,1659.0,407.0,2.69,0.66,14.91,6870.0,826.0,10.64,1.28,7.31,5212.0,833.0,8.08,1.29,9.72,5844.0,723.0,9.05,1.12,7.52,3221.0,529.0,4.99,0.82,9.98,5200.0,716.0,8.06,1.11,8.37,7531.0,955.0,11.67,1.48,7.71,5367.0,716.0,8.32,1.11,8.11,8174.0,936.0,12.66,1.45,6.96,5571.0,807.0,8.63,1.25,8.81,11545.0,1091.0,17.89,1.69,5.74,46124.0,1136.0,71.46,1.76,1.5,15840.0,981.0,24.54,1.52,3.76,9243.0,891.0,14.32,1.38,5.86,5784.0,716.0,8.96,1.11,7.53,4403.0,626.0,6.82,0.97,8.64,14585.0,988.0,22.6,1.53,4.12,115045.0,704.0,96.37,0.59,0.37,74017.0,2125.0,62.0,1.78,1.75,49261.0,1982.0,41.27,1.66,2.45,4332.0,704.0,3.63,0.59,9.88,59083.0,1798.0,49.3,1.5,1.85,60762.0,1798.0,50.7,1.5,1.8,3588.0,599.0,2.99,0.5,10.15,3716.0,719.0,3.1,0.6,11.76,3654.0,671.0,3.05,0.56,11.16,6502.0,659.0,5.43,0.55,6.16,11797.0,1258.0,9.84,1.05,6.48,28253.0,2013.0,23.57,1.68,4.33,14042.0,1210.0,11.72,1.01,5.24,12141.0,1055.0,10.13,0.88,5.28,8346.0,1234.0,6.96,1.03,8.99,6569.0,887.0,5.48,0.74,8.21,12105.0,971.0,10.1,0.81,4.88,6331.0,755.0,5.28,0.63,7.25,2774.0,611.0,2.31,0.51,13.39,12991.0,1162.0,10.84,0.97,5.44,106853.0,1162.0,89.16,0.97,0.66,21211.0,1222.0,17.7,1.02,3.5,13728.0,1810.0,11.45,1.51,8.02,55743.0,2073.0,46.51,1.73,2.26,12077.0,1378.0,10.08,1.15,6.94,430.0,276.0,0.36,0.23,39.02,22240.0,1594.0,18.56,1.33,4.36,64.0,204.0,0.05,0.17,193.77,15553.0,1630.0,12.98,1.36,6.37,32195.0,1882.0,26.86,1.57,3.55,87649.0,1882.0,73.14,1.57,1.31,49127.0,1929.0,40.99,1.61,2.39,11255.0,1318.0,9.39,1.1,7.12,206.0,252.0,0.17,0.21,74.36,22168.0,1594.0,18.5,1.33,4.37,64.0,204.0,0.05,0.17,193.77,973.0,527.0,0.81,0.44,32.93,3838.0,851.0,3.2,0.71,13.48
1,2,2,512582.0,,100,,,70675.0,2819.0,13.79,0.55,2.42,131489.0,4041.0,16.27,0.5,1.87,9379.0,1078.0,7.13,0.82,6.99,5518.0,828.0,4.2,0.63,9.12,37928.0,1801.0,28.85,1.37,2.89,17821.0,1420.0,13.55,1.08,4.84,60843.0,1985.0,46.27,1.51,1.98,652477.0,8486.0,80.73,1.05,0.79,16601.0,1696.0,2.54,0.26,6.21,18709.0,1762.0,2.87,0.27,5.73,45139.0,2740.0,6.92,0.42,3.69,508451.0,4437.0,77.93,0.68,0.53,717737.0,10911.0,88.8,1.35,0.92,14514.0,1435.0,2.02,0.2,6.01,804811.0,1940.0,99.58,0.24,0.15,67908.0,3139.0,8.44,0.39,2.81,90255.0,3475.0,11.17,0.43,2.34,2464.0,650.0,2.73,0.72,16.04,561502.0,7112.0,69.47,0.88,0.77,26363.0,1909.0,4.7,0.34,4.4,152953.0,4445.0,18.92,0.55,1.77,39017.0,2095.0,25.51,1.37,3.26,801176.0,8163.0,99.13,1.01,0.62,644872.0,5128.0,80.49,0.64,0.48,139921.0,4807.0,17.46,0.6,2.09,16364.0,2003.0,2.04,0.25,7.44,808232.0,,100,,,594050.0,5254.0,73.5,0.65,0.54,574914.0,5415.0,71.13,0.67,0.57,19183.0,1697.0,2.37,0.21,5.38,214178.0,5415.0,26.5,0.67,1.54,115810.0,2998.0,54.07,1.4,1.57,98368.0,2998.0,45.93,1.4,1.85,55885.0,2699.0,26.09,1.26,2.94,99885.0,2998.0,46.64,1.4,1.82,7862.0,1285.0,3.67,0.6,9.94,3693.0,814.0,1.72,0.38,13.4,37484.0,2420.0,17.5,1.13,3.92,9361.0,1221.0,4.37,0.57,7.93,779212.0,11234.0,96.41,1.39,0.88,553081.0,5844.0,70.98,0.75,0.64,65266.0,3273.0,8.38,0.42,3.05,59190.0,3740.0,7.6,0.48,3.84,497716.0,1640.0,97.1,0.32,0.2,481784.0,2460.0,93.99,0.48,0.31,726652.0,10911.0,89.91,1.35,0.91,514616.0,4796.0,70.82,0.66,0.57,489145.0,4869.0,67.31,0.67,0.61,25340.0,1817.0,3.49,0.25,4.36,131.0,581.0,0.02,0.08,269.61,212036.0,4796.0,29.18,0.66,1.38,,,4.92,0.35,4.36,481694.0,6223.0,59.6,0.77,0.79,23774.0,1830.0,4.94,0.38,4.68,5507.0,963.0,1.14,0.2,10.63,181409.0,4239.0,37.66,0.88,1.42,118966.0,3516.0,24.7,0.73,1.8,121719.0,4094.0,25.27,0.85,2.04,489118.0,6385.0,60.52,0.79,0.79,327.0,538.0,0.07,0.11,100.02,7033.0,1174.0,1.44,0.24,10.15,14408.0,1467.0,2.95,0.3,6.19,8874.0,1125.0,1.81,0.23,7.71,29641.0,1908.0,6.06,0.39,3.91,9388.0,1174.0,1.92,0.24,7.6,30823.0,1956.0,6.3,0.4,3.86,104447.0,3424.0,21.35,0.7,1.99,124235.0,3619.0,25.4,0.74,1.77,97352.0,3277.0,19.9,0.67,2.05,32859.0,2054.0,6.72,0.42,3.8,16171.0,1467.0,3.31,0.3,5.51,13559.0,1418.0,2.77,0.29,6.36,25850.0,1999.0,5.04,0.39,4.7,14303.0,1640.0,2.79,0.32,6.97,21745.0,2102.0,4.24,0.41,5.88,17398.0,1845.0,3.39,0.36,6.45,24584.0,2050.0,4.8,0.4,5.07,41210.0,2614.0,8.04,0.51,3.86,40816.0,2358.0,7.96,0.46,3.51,72127.0,3178.0,14.07,0.62,2.68,55757.0,2768.0,10.88,0.54,3.02,198790.0,4254.0,38.78,0.83,1.3,412629.0,3588.0,80.5,0.7,0.53,119775.0,3691.0,23.37,0.72,1.87,89177.0,3281.0,17.4,0.64,2.24,14093.0,1486.0,2.75,0.29,6.41,11308.0,1435.0,2.21,0.28,7.71,29445.0,2102.0,5.74,0.41,4.34,782125.0,2093.0,97.18,0.26,0.16,656682.0,4909.0,81.59,0.61,0.45,210306.0,5231.0,26.13,0.65,1.51,22686.0,2093.0,2.82,0.26,5.61,387682.0,4769.0,47.97,0.59,0.75,420546.0,4769.0,52.03,0.59,0.69,29017.0,2021.0,3.59,0.25,4.23,23820.0,1697.0,2.95,0.21,4.33,24187.0,1778.0,2.99,0.22,4.47,29698.0,1697.0,3.67,0.21,3.47,49040.0,2748.0,6.07,0.34,3.41,193428.0,5011.0,23.93,0.62,1.57,119173.0,4122.0,14.74,0.51,2.1,96255.0,3718.0,11.91,0.46,2.35,45812.0,2586.0,5.67,0.32,3.43,43235.0,2506.0,5.35,0.31,3.52,82333.0,3475.0,10.19,0.43,2.57,50284.0,2748.0,6.22,0.34,3.32,21986.0,1940.0,2.72,0.24,5.36,90350.0,3071.0,11.18,0.38,2.07,717879.0,3071.0,88.82,0.38,0.26,154585.0,4445.0,19.13,0.55,1.75,65266.0,3637.0,8.08,0.45,3.39,535949.0,6062.0,66.31,0.75,0.69,38305.0,3071.0,4.74,0.38,4.87,1518.0,727.0,0.19,0.09,29.11,138315.0,4607.0,17.11,0.57,2.02,648.0,647.0,0.08,0.08,60.7,28139.0,2586.0,3.48,0.32,5.59,88021.0,4122.0,10.89,0.51,2.85,720207.0,4122.0,89.11,0.51,0.35,508328.0,6143.0,62.89,0.76,0.73,35800.0,2990.0,4.43,0.37,5.08,733.0,566.0,0.09,0.07,46.94,137600.0,4607.0,17.02,0.57,2.04,565.0,647.0,0.07,0.08,69.61,5318.0,1212.0,0.66,0.15,13.85,31682.0,2425.0,3.92,0.3,4.65
2,3,3,157066.0,,100,,,30722.0,1822.0,19.56,1.16,3.61,64703.0,2993.0,22.48,1.04,2.81,4442.0,828.0,6.87,1.28,11.33,2669.0,569.0,4.13,0.88,12.96,17900.0,1242.0,27.67,1.92,4.22,8670.0,1055.0,13.4,1.63,7.4,31023.0,1294.0,47.95,2.0,2.54,219572.0,6504.0,76.3,2.26,1.8,5717.0,1010.0,2.6,0.46,10.74,6408.0,944.0,2.92,0.43,8.96,19027.0,1581.0,8.67,0.72,5.05,164661.0,2503.0,74.99,1.14,0.92,244096.0,7223.0,84.82,2.51,1.8,5562.0,830.0,2.28,0.34,9.07,285685.0,950.0,99.28,0.33,0.2,27599.0,1943.0,9.66,0.68,4.28,43420.0,2763.0,15.09,0.96,3.87,1201.0,443.0,2.77,1.02,22.42,187648.0,4633.0,65.21,1.61,1.5,11356.0,1220.0,6.05,0.65,6.53,54671.0,2331.0,19.0,0.81,2.59,15051.0,1219.0,27.53,2.23,4.92,284241.0,6849.0,98.77,2.38,1.46,233415.0,2814.0,82.12,0.99,0.73,43449.0,2587.0,15.29,0.91,3.62,7372.0,1194.0,2.59,0.42,9.85,287769.0,,100,,,217912.0,3424.0,75.72,1.19,0.96,209927.0,3453.0,72.95,1.2,1.0,7980.0,978.0,2.77,0.34,7.45,69728.0,3568.0,24.23,1.24,3.11,34574.0,1632.0,49.58,2.34,2.87,35154.0,1632.0,50.42,2.34,2.82,18091.0,1576.0,25.95,2.26,5.3,23046.0,1694.0,33.05,2.43,4.47,5132.0,990.0,7.36,1.42,11.73,2077.0,621.0,2.98,0.89,18.18,18816.0,1687.0,26.98,2.42,5.45,2567.0,655.0,3.68,0.94,15.51,273666.0,6935.0,95.1,2.41,1.54,189779.0,3831.0,69.35,1.4,1.23,20793.0,1916.0,7.6,0.7,5.6,32722.0,2791.0,11.96,1.02,5.19,150253.0,1099.0,95.66,0.7,0.44,145783.0,1257.0,92.82,0.8,0.52,248235.0,7799.0,86.26,2.71,1.91,164402.0,2755.0,66.23,1.11,1.02,154288.0,2855.0,62.15,1.15,1.12,10048.0,1266.0,4.05,0.51,7.66,100.0,298.0,0.04,0.12,181.16,83833.0,2755.0,33.77,1.11,2.0,,,6.11,0.76,7.66,151804.0,3827.0,52.75,1.33,1.53,8727.0,1063.0,5.75,0.7,7.4,2125.0,592.0,1.4,0.39,16.94,69791.0,2429.0,45.97,1.6,2.12,20263.0,1442.0,13.35,0.95,4.33,41171.0,2444.0,27.12,1.61,3.61,154263.0,3799.0,53.61,1.32,1.5,270.0,463.0,0.18,0.3,104.24,1743.0,463.0,1.13,0.3,16.15,4319.0,818.0,2.8,0.53,11.51,2112.0,463.0,1.37,0.3,13.33,8226.0,1142.0,5.33,0.74,8.44,3584.0,694.0,2.32,0.45,11.77,8960.0,1126.0,5.81,0.73,7.64,22176.0,1620.0,14.38,1.05,4.44,33831.0,2175.0,21.93,1.41,3.91,43490.0,2237.0,28.19,1.45,3.13,13154.0,1388.0,8.53,0.9,6.41,6261.0,972.0,4.06,0.63,9.44,6121.0,1203.0,3.97,0.78,11.95,9838.0,1209.0,6.26,0.77,7.47,5568.0,927.0,3.55,0.59,10.12,7162.0,942.0,4.56,0.6,8.0,6548.0,1147.0,4.17,0.73,10.65,7906.0,1037.0,5.03,0.66,7.97,14568.0,1476.0,9.28,0.94,6.16,13065.0,1194.0,8.32,0.76,5.56,20975.0,1743.0,13.35,1.11,5.05,14762.0,1602.0,9.4,1.02,6.6,56666.0,2309.0,36.08,1.47,2.48,122608.0,1979.0,78.06,1.26,0.98,43994.0,1979.0,28.01,1.26,2.73,33947.0,1932.0,21.61,1.23,3.46,5147.0,817.0,3.28,0.52,9.65,4201.0,770.0,2.67,0.49,11.14,11858.0,1225.0,7.55,0.78,6.28,276307.0,1314.0,96.72,0.46,0.29,223247.0,3371.0,78.14,1.18,0.92,87111.0,3542.0,30.49,1.24,2.47,9377.0,1314.0,3.28,0.46,8.52,134245.0,2763.0,46.65,0.96,1.25,153394.0,2763.0,53.3,0.96,1.09,13974.0,1496.0,4.86,0.52,6.51,11136.0,1180.0,3.87,0.41,6.44,11937.0,1410.0,4.15,0.49,7.18,13818.0,1209.0,4.8,0.42,5.32,17273.0,1353.0,6.0,0.47,4.76,49518.0,2763.0,17.21,0.96,3.39,41152.0,2331.0,14.3,0.81,3.44,36370.0,2187.0,12.64,0.76,3.66,18453.0,1755.0,6.41,0.61,5.78,17780.0,1640.0,6.18,0.57,5.61,29647.0,1986.0,10.3,0.69,4.07,18636.0,1554.0,6.48,0.54,5.07,7937.0,1122.0,2.76,0.39,8.59,43437.0,2331.0,15.09,0.81,3.26,244203.0,2331.0,84.86,0.81,0.58,56298.0,2590.0,19.56,0.9,2.8,25755.0,2331.0,8.95,0.81,5.5,173931.0,3827.0,60.44,1.33,1.34,35864.0,2273.0,12.46,0.79,3.85,415.0,259.0,0.14,0.09,37.94,31297.0,2417.0,10.88,0.84,4.69,24.0,259.0,0.01,0.09,656.03,20345.0,2647.0,7.07,0.92,7.91,43273.0,3022.0,15.04,1.05,4.25,244367.0,3022.0,84.92,1.05,0.75,166178.0,3741.0,57.75,1.3,1.37,33431.0,2187.0,11.62,0.76,3.98,244.0,259.0,0.08,0.09,64.53,31194.0,2417.0,10.84,0.84,4.71,12.0,259.0,0.0,0.09,1312.06,2439.0,1151.0,0.85,0.4,28.69,10866.0,1468.0,3.78,0.51,8.21
