open,high,low,close,volume,count,datetime
627.8,629.79,624.38,628.53,824048.0,20686.0,2021-06-01 09:30:00
628.56,632.66,628.495,631.6329,725685.0,13917.0,2021-06-01 09:35:00
631.64,633.8,631.1763,631.915,659662.0,14456.0,2021-06-01 09:40:00
631.8855,633.19,628.95,630.56,497556.0,11712.0,2021-06-01 09:45:00
630.46,632.5978,630.4,630.88,381231.0,8727.0,2021-06-01 09:50:00
630.98,631.57,629.09,630.8056,382722.0,8160.0,2021-06-01 09:55:00
630.8,632.29,628.64,628.6883,396610.0,8912.0,2021-06-01 10:00:00
628.6,629.49,627.7188,629.25,281381.0,6796.0,2021-06-01 10:05:00
629.1901,629.41,624.72,625.0,479824.0,10372.0,2021-06-01 10:10:00
624.92,626.86,623.53,626.52,481395.0,11356.0,2021-06-01 10:15:00
626.48,627.3,624.8201,627.1367,327715.0,7681.0,2021-06-01 10:20:00
627.29,627.6,625.87,626.6,267178.0,6195.0,2021-06-01 10:25:00
626.64,628.1,626.33,627.615,296490.0,7116.0,2021-06-01 10:30:00
627.64,628.01,625.38,625.7117,223782.0,6321.0,2021-06-01 10:35:00
625.76,627.3,625.53,626.0305,198451.0,4471.0,2021-06-01 10:40:00
626.01,626.42,623.921,624.5786,289226.0,7199.0,2021-06-01 10:45:00
624.66,625.09,623.1185,624.0194,325134.0,8054.0,2021-06-01 10:50:00
624.005,624.7786,623.05,624.5,282418.0,6112.0,2021-06-01 10:55:00
624.27,624.93,623.17,623.97,180672.0,4855.0,2021-06-01 11:00:00
624.04,624.66,622.24,624.02,303189.0,7878.0,2021-06-01 11:05:00
623.94,625.0963,623.555,624.01,201575.0,4912.0,2021-06-01 11:10:00
624.16,624.49,623.34,624.1,118284.0,3845.0,2021-06-01 11:15:00
624.09,625.8,623.48,625.4368,259009.0,6126.0,2021-06-01 11:20:00
625.4861,625.78,623.8801,624.4148,205980.0,4558.0,2021-06-01 11:25:00
624.3113,624.5787,623.75,624.45,115815.0,3443.0,2021-06-01 11:30:00
624.44,626.52,624.31,626.0,241643.0,5168.0,2021-06-01 11:35:00
625.94,626.5,625.1107,625.75,179130.0,4032.0,2021-06-01 11:40:00
625.77,626.07,624.66,625.1245,141931.0,3722.0,2021-06-01 11:45:00
625.05,626.055,624.68,625.72,319505.0,3490.0,2021-06-01 11:50:00
625.65,626.14,625.25,625.46,118475.0,2868.0,2021-06-01 11:55:00
625.6,625.7306,624.1,625.3761,147819.0,3348.0,2021-06-01 12:00:00
625.2,625.5,624.3025,625.15,148573.0,3775.0,2021-06-01 12:05:00
625.0985,625.5,624.3,625.3595,218413.0,3323.0,2021-06-01 12:10:00
625.3,626.88,625.0156,626.165,187050.0,4132.0,2021-06-01 12:15:00
626.2862,626.8499,625.81,626.365,186155.0,3545.0,2021-06-01 12:20:00
626.4,626.9,626.0,626.5901,176906.0,3978.0,2021-06-01 12:25:00
626.6495,627.38,626.3807,626.7,204853.0,4242.0,2021-06-01 12:30:00
626.8756,626.885,625.76,626.19,199363.0,3116.0,2021-06-01 12:35:00
626.355,627.6767,625.7,627.3976,175706.0,4569.0,2021-06-01 12:40:00
627.36,628.1699,627.13,627.345,209848.0,4922.0,2021-06-01 12:45:00
627.2347,627.66,626.402,627.195,141893.0,3762.0,2021-06-01 12:50:00
627.125,627.125,626.24,626.9058,70159.0,2660.0,2021-06-01 12:55:00
626.82,627.03,625.84,626.2,116149.0,3482.0,2021-06-01 13:00:00
625.92,626.33,625.4201,626.1082,156794.0,3337.0,2021-06-01 13:05:00
626.155,626.25,625.1,625.393,119920.0,2863.0,2021-06-01 13:10:00
625.41,625.53,624.8,625.07,108974.0,3814.0,2021-06-01 13:15:00
625.09,625.4799,624.12,625.2,146167.0,3733.0,2021-06-01 13:20:00
625.2399,626.39,624.77,626.07,160015.0,3877.0,2021-06-01 13:25:00
626.06,626.2,625.35,625.67,92578.0,3073.0,2021-06-01 13:30:00
