datetime,option_bid_size,option_bid_exchange,option_bid,option_bid_condition,option_ask_size,option_ask_exchange,option_ask,option_ask_condition,option_open,option_high,option_low,option_close,option_volume,option_count,option_mid_price,stock_bid_size,stock_bid_exchange,stock_bid,stock_bid_condition,stock_ask_size,stock_ask_exchange,stock_ask,stock_ask_condition,stock_open,stock_high,stock_low,stock_close,stock_volume,stock_count,stock_mid_price
2021-03-25 09:30:00,0.0,1.0,0.0,50.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,56.55,2.0,9.0,612.74,0.0,1.0,7.0,613.38,0.0,613.0,623.18,609.5,615.38,1616886.0,41451.0,613.06
2021-03-25 09:35:00,2.0,11.0,56.15,50.0,17.0,4.0,56.95,50.0,0.0,0.0,0.0,0.0,0.0,0.0,56.55,1.0,1.0,615.01,0.0,1.0,4.0,615.33,0.0,615.01,628.39,613.01,627.15,1278895.0,33011.0,615.1700000000001
2021-03-25 09:40:00,7.0,43.0,63.05,50.0,10.0,65.0,63.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,63.4,1.0,1.0,626.91,0.0,1.0,43.0,627.3,0.0,627.29,629.66,625.13,628.54,929905.0,24464.0,627.105
2021-03-25 09:45:00,19.0,4.0,64.5,50.0,28.0,65.0,65.25,50.0,0.0,0.0,0.0,0.0,0.0,0.0,64.875,1.0,7.0,628.4,0.0,1.0,3.0,628.95,0.0,628.32,630.85,624.665,626.0463,917568.0,22496.0,628.675
2021-03-25 09:50:00,5.0,65.0,63.05,50.0,24.0,65.0,63.65,50.0,57.8,57.8,57.8,57.8,1.0,1.0,63.349999999999994,1.0,1.0,626.02,0.0,1.0,7.0,626.36,0.0,626.0201,626.23,617.43,622.8462,1084641.0,25103.0,626.19
2021-03-25 09:55:00,4.0,9.0,60.9,50.0,14.0,65.0,61.35,50.0,63.9,63.9,63.9,63.9,1.0,1.0,61.125,1.0,60.0,622.58,0.0,1.0,68.0,622.97,0.0,622.96,628.72,620.1977,628.15,813831.0,18698.0,622.7750000000001
2021-03-25 10:00:00,4.0,9.0,63.45,50.0,5.0,43.0,64.75,50.0,63.05,63.05,63.05,63.05,5.0,1.0,64.1,1.0,9.0,627.87,0.0,1.0,65.0,628.22,0.0,627.83,635.2894,625.8,634.175,1054216.0,22169.0,628.0450000000001
2021-03-25 10:05:00,30.0,65.0,68.25,50.0,23.0,60.0,68.85,50.0,69.7,69.7,69.7,69.7,1.0,1.0,68.55,1.0,60.0,634.01,0.0,1.0,3.0,634.31,0.0,634.2999,638.02,632.85,635.4,915277.0,20371.0,634.16
2021-03-25 10:10:00,3.0,1.0,69.15,50.0,2.0,22.0,69.75,50.0,0.0,0.0,0.0,0.0,0.0,0.0,69.45,1.0,68.0,635.27,0.0,1.0,7.0,635.73,0.0,635.17,638.699,634.0201,634.815,753665.0,17760.0,635.5
2021-03-25 10:15:00,18.0,4.0,69.0,50.0,5.0,31.0,69.65,50.0,66.96,66.96,66.96,66.96,2.0,1.0,69.325,1.0,7.0,634.67,0.0,1.0,1.0,634.97,0.0,634.79,634.92,630.45,632.025,696769.0,15336.0,634.8199999999999
